road_segment_name_cbs,road_segment_name,road_segment_id,road,segment,provider_code,2020_cbs,2020_anyway,2021_cbs,2021_anyway,2022_cbs,2022_anyway,junctions_ids_in_segment,junctions_names_in_segment,road_names_matches,2020_match,2021_match,2022_match,all_match,diff_anyway_cbs
צומת נחשון (הגבורה) - צומת גזר,צומת נחשון (הגבורה) - צומת גזר,440020.0,44,20,1,4.0,4,5.0,5,9.0,9,"[153, 851, 853, 855, 4176]","['צומת נחשון (הגבורה)', 'צומת פדיה', 'כניסה לפתחיה', 'כניסה לבית עוזיאל', 'כניסה לכרמי יוסף']",True,True,True,True,True,0.0
צומת נחשון (הגבורה) - צומת גזר,צומת נחשון (הגבורה) - צומת גזר,440020.0,44,20,3,13.0,13,13.0,13,15.0,15,"[153, 851, 853, 855, 4176]","['צומת נחשון (הגבורה)', 'צומת פדיה', 'כניסה לפתחיה', 'כניסה לבית עוזיאל', 'כניסה לכרמי יוסף']",True,True,True,True,True,0.0
צומת גזר - מחלף רמלוד,צומת גזר - מחלף רמלוד,440030.0,44,30,1,10.0,10,11.0,11,10.0,10,"[857, 858, 2001, 4188, 10685, 12423]","['צומת גזר', 'כניסה לרמלה (דרום)', 'כניסה לביח""ר נשר, רמלה', 'מחלף נשרים', 'כניסה לרמלה רח הר עצמון', 'מחלף נשרים מערב']",True,True,True,True,True,0.0
צומת גזר - מחלף רמלוד,צומת גזר - מחלף רמלוד,440030.0,44,30,3,20.0,20,21.0,21,28.0,28,"[857, 858, 2001, 4188, 10685, 12423]","['צומת גזר', 'כניסה לרמלה (דרום)', 'כניסה לביח""ר נשר, רמלה', 'מחלף נשרים', 'כניסה לרמלה רח הר עצמון', 'מחלף נשרים מערב']",True,True,True,True,True,0.0
מחלף רמלוד - צומת מעשייהו (תעבורה),מחלף רמלוד - צומת מעשייהו (תעבורה),440032.0,44,32,1,1.0,1,2.0,2,3.0,3,[743],['מחלף רמלוד'],True,True,True,True,True,0.0
מחלף רמלוד - צומת מעשייהו (תעבורה),מחלף רמלוד - צומת מעשייהו (תעבורה),440032.0,44,32,3,7.0,7,7.0,7,9.0,9,[743],['מחלף רמלוד'],True,True,True,True,True,0.0
צומת מעשייהו (תעבורה) - צומת רמלה - צפון,צומת מעשייהו (תעבורה) - צומת רמלה - צפון,440040.0,44,40,1,4.0,4,1.0,1,1.0,1,"[3013, 3558, 3692, 9419]","['צומת מעשייהו (תעבורה)', 'כניסה ללוד', 'יישוב רמלה רח` הרצל', 'כניסה לרמלה רח שמואל תמיר']",True,True,True,True,True,0.0
צומת מעשייהו (תעבורה) - צומת רמלה - צפון,צומת מעשייהו (תעבורה) - צומת רמלה - צפון,440040.0,44,40,3,13.0,13,19.0,19,13.0,13,"[3013, 3558, 3692, 9419]","['צומת מעשייהו (תעבורה)', 'כניסה ללוד', 'יישוב רמלה רח` הרצל', 'כניסה לרמלה רח שמואל תמיר']",True,True,True,True,True,0.0
צומת רמלה - צפון - צומת צריפין,צומת רמלה - צפון - צומת ניר צבי,440050.0,44,50,1,6.0,1,12.0,0,5.0,4,"[859, 12346]","['צומת רמלה - צפון', 'מחלף רמלה צפון']",False,False,False,False,False,-18.0
צומת רמלה - צפון - צומת צריפין,צומת רמלה - צפון - צומת ניר צבי,440050.0,44,50,3,12.0,1,32.0,4,38.0,6,"[859, 12346]","['צומת רמלה - צפון', 'מחלף רמלה צפון']",False,False,False,False,False,-71.0
,צומת ניר צבי - כניסה לסוכנות (צריפין),440054.0,44,54,1,,4,,10,,1,"[3969, 9674]","['כניסה לשוק הסיטונאי (צריפין)', 'צומת ניר צבי']",False,False,False,False,False,15.0
,צומת ניר צבי - כניסה לסוכנות (צריפין),440054.0,44,54,3,,6,,21,,26,"[3969, 9674]","['כניסה לשוק הסיטונאי (צריפין)', 'צומת ניר צבי']",False,False,False,False,False,53.0
,כניסה לסוכנות (צריפין) - כניסה לראשון לציון רח הרצוג חי,440058.0,44,58,1,,3,,5,,1,"[863, 3461]","['צומת צריפין', 'כניסה לסוכנות (צריפין)']",False,False,False,False,False,9.0
,כניסה לסוכנות (צריפין) - כניסה לראשון לציון רח הרצוג חי,440058.0,44,58,3,,7,,18,,22,"[863, 3461]","['צומת צריפין', 'כניסה לסוכנות (צריפין)']",False,False,False,False,False,47.0
צומת צריפין - צומת בית דגן,"כניסה לראשון לציון רח הרצוג חי - צומת חב""ד",440060.0,44,60,1,6.0,1,3.0,0,2.0,0,[9105],['כניסה לראשון לציון רח הרצוג חי'],False,False,False,False,False,-10.0
צומת צריפין - צומת בית דגן,"כניסה לראשון לציון רח הרצוג חי - צומת חב""ד",440060.0,44,60,3,10.0,1,25.0,4,28.0,6,[9105],['כניסה לראשון לציון רח הרצוג חי'],False,False,False,False,False,-52.0
,"צומת חב""ד - צומת בית דגן",440064.0,44,64,1,,3,,1,,1,"[865, 3971]","['צומת חב""ד', 'צומת']",False,False,False,False,False,5.0
,"צומת חב""ד - צומת בית דגן",440064.0,44,64,3,,7,,13,,6,"[865, 3971]","['צומת חב""ד', 'צומת']",False,False,False,False,False,26.0
צומת בית דגן - מחלף השבעה,צומת בית דגן - מחלף השבעה,440070.0,44,70,1,11.0,11,5.0,5,10.0,10,"[867, 869, 871, 10744]","['צומת בית דגן', 'כניסה למשמר השבעה', 'כניסה למכון המטאורולוגי', 'כניסה למכון המטאורולוגי דרום']",True,True,True,True,True,0.0
צומת בית דגן - מחלף השבעה,צומת בית דגן - מחלף השבעה,440070.0,44,70,3,19.0,19,36.0,36,39.0,39,"[867, 869, 871, 10744]","['צומת בית דגן', 'כניסה למשמר השבעה', 'כניסה למכון המטאורולוגי', 'כניסה למכון המטאורולוגי דרום']",True,True,True,True,True,0.0
מחלף השבעה - יישוב חולון רח` המלאכה,מחלף השבעה - יישוב חולון רח` המלאכה,440080.0,44,80,1,15.0,15,16.0,16,19.0,19,"[311, 873, 11294, 12341]","['מחלף השבעה', 'יישוב אזור רח` קפלן', 'כניסה לסונול מחלף השבעה', 'כניסה לחולון רח המרכבה']",True,True,True,True,True,0.0
מחלף השבעה - יישוב חולון רח` המלאכה,מחלף השבעה - יישוב חולון רח` המלאכה,440080.0,44,80,3,15.0,15,22.0,22,31.0,31,"[311, 873, 11294, 12341]","['מחלף השבעה', 'יישוב אזור רח` קפלן', 'כניסה לסונול מחלף השבעה', 'כניסה לחולון רח המרכבה']",True,True,True,True,True,0.0
יישוב חולון רח` המלאכה - יישוב חולון רח` המכתש,יישוב חולון רח` המלאכה - יישוב חולון רח` המכתש,440082.0,44,82,1,2.0,2,2.0,2,2.0,2,"[875, 877]","['יישוב חולון רח` המלאכה', 'צומת אזור (רח` הרצל)']",True,True,True,True,True,0.0
יישוב חולון רח` המלאכה - יישוב חולון רח` המכתש,יישוב חולון רח` המלאכה - יישוב חולון רח` המכתש,440082.0,44,82,3,7.0,7,11.0,11,8.0,8,"[875, 877]","['יישוב חולון רח` המלאכה', 'צומת אזור (רח` הרצל)']",True,True,True,True,True,0.0
יישוב חולון רח` המכתש - צומת חולון,יישוב חולון רח` המכתש - צומת חולון,440090.0,44,90,1,13.0,13,16.0,16,13.0,13,"[881, 3691, 8017, 9088]","['כניסה לבי""ס מקווה ישראל', 'יישוב חולון רח` המכתש', 'צומת חולון', 'צומת']",True,True,True,True,True,0.0
יישוב חולון רח` המכתש - צומת חולון,יישוב חולון רח` המכתש - צומת חולון,440090.0,44,90,3,24.0,24,38.0,38,38.0,38,"[881, 3691, 8017, 9088]","['כניסה לבי""ס מקווה ישראל', 'יישוב חולון רח` המכתש', 'צומת חולון', 'צומת']",True,True,True,True,True,0.0
,,,44,999,3,0.0,,0.0,,2.0,,,,False,False,False,False,False,-2.0
צומת מחנה עופר - כניסה למעבר קלנדיה,צומת מחנה עופר - כניסה לעטרות,450810.0,45,810,1,2.0,2,8.0,8,7.0,6,"[7013, 7235, 11638]","['צומת מחנה עופר', 'צומת עטרות', 'צומת קלנדיה']",False,True,True,False,False,-1.0
צומת מחנה עופר - כניסה למעבר קלנדיה,צומת מחנה עופר - כניסה לעטרות,450810.0,45,810,3,16.0,16,20.0,20,27.0,25,"[7013, 7235, 11638]","['צומת מחנה עופר', 'צומת עטרות', 'צומת קלנדיה']",False,True,True,False,False,-2.0
,,,45,999,3,0.0,,1.0,,0.0,,,,False,False,False,False,False,-1.0
צומת אל על - צומת ברקת,צומת אל על - צומת ברקת,460010.0,46,10,1,2.0,2,5.0,5,3.0,3,"[749, 4054]","['צומת אל על', 'צומת ברקת']",True,True,True,True,True,0.0
צומת אל על - צומת ברקת,צומת אל על - צומת ברקת,460010.0,46,10,3,6.0,6,15.0,15,17.0,17,"[749, 4054]","['צומת אל על', 'צומת ברקת']",True,True,True,True,True,0.0
מחלף רוזמרין - מחלף דב יוסף,מחלף רוזמרין - מחלף דב יוסף,500010.0,50,10,1,1.0,1,2.0,2,1.0,1,[7091],['מחלף רוזמרין'],True,True,True,True,True,0.0
מחלף רוזמרין - מחלף דב יוסף,מחלף רוזמרין - מחלף דב יוסף,500010.0,50,10,3,8.0,8,20.0,20,15.0,15,[7091],['מחלף רוזמרין'],True,True,True,True,True,0.0
מחלף דב יוסף - מחלף מלחה,מחלף דב יוסף - מחלף מלחה,500020.0,50,20,3,2.0,2,3.0,3,2.0,2,[12120],['מחלף דב יוסף'],True,True,True,True,True,0.0
מחלף מלחה - מחלף גולומב,מחלף מלחה - מחלף גולומב,500030.0,50,30,1,0.0,0,0.0,0,1.0,1,[12121],['מחלף מלחה'],True,True,True,True,True,0.0
מחלף גולומב - מחלף גבעת מרדכי,מחלף גולומב - מחלף גבעת מרדכי,500040.0,50,40,1,0.0,0,1.0,1,1.0,1,[12122],['מחלף גולומב'],True,True,True,True,True,0.0
מחלף גולומב - מחלף גבעת מרדכי,מחלף גולומב - מחלף גבעת מרדכי,500040.0,50,40,3,2.0,2,3.0,3,3.0,3,[12122],['מחלף גולומב'],True,True,True,True,True,0.0
מחלף גבעת שאול - מחלף גולדה מאיר,מחלף גבעת שאול - מחלף גולדה מאיר,500070.0,50,70,3,0.0,0,0.0,0,1.0,1,[12125],['מחלף גבעת שאול'],True,True,True,True,True,0.0
מחלף יגאל ידין - מחלף בן ציון,מחלף יגאל ידין - מחלף בן ציון,500090.0,50,90,1,1.0,1,0.0,0,0.0,0,[4205],['מחלף יגאל ידין'],True,True,True,True,True,0.0
מחלף יגאל ידין - מחלף בן ציון,מחלף יגאל ידין - מחלף בן ציון,500090.0,50,90,3,0.0,0,0.0,0,1.0,1,[4205],['מחלף יגאל ידין'],True,True,True,True,True,0.0
מחלף בן ציון - צומת עטרות,מחלף בן ציון - צומת עטרות,500100.0,50,100,1,2.0,2,2.0,2,2.0,2,"[7235, 10233]","['צומת עטרות', 'מחלף בן ציון']",True,True,True,True,True,0.0
מחלף בן ציון - צומת עטרות,מחלף בן ציון - צומת עטרות,500100.0,50,100,3,3.0,3,4.0,4,10.0,10,"[7235, 10233]","['צומת עטרות', 'מחלף בן ציון']",True,True,True,True,True,0.0
קמ לא ידוע - קמ לא ידוע,,,50,999,3,1.0,,2.0,,1.0,,,,False,False,False,False,False,-4.0
צומת כפר סבא רח אנצו סירני - צומת כפר סבא רח` וייצמן,צומת כפר סבא רח אנצו סירני - צומת כפר סבא רח` וייצמן,550002.0,55,2,3,0.0,0,1.0,1,0.0,0,[10917],['צומת כפר סבא רח אנצו סירני'],True,True,True,True,True,0.0
צומת כפר סבא רח` וייצמן - צומת נווה ימין (מערב),צומת כפר סבא רח` וייצמן - צומת נווה ימין (מערב),550010.0,55,10,1,4.0,4,3.0,3,1.0,1,"[3973, 4104]","['כניסה לכפר סבא (דרך הפועל)', 'צומת כפר סבא רח` וייצמן']",True,True,True,True,True,0.0
צומת כפר סבא רח` וייצמן - צומת נווה ימין (מערב),צומת כפר סבא רח` וייצמן - צומת נווה ימין (מערב),550010.0,55,10,3,2.0,2,2.0,2,4.0,4,"[3973, 4104]","['כניסה לכפר סבא (דרך הפועל)', 'צומת כפר סבא רח` וייצמן']",True,True,True,True,True,0.0
צומת נווה ימין (מערב) - צומת כפר סבא (מזרח),צומת נווה ימין (מערב) - צומת כפר סבא (מזרח),550020.0,55,20,1,2.0,2,1.0,1,2.0,2,"[885, 887]","['צומת נווה ימין (מערב)', 'כניסה לשיכון יוספטל']",True,True,True,True,True,0.0
צומת נווה ימין (מערב) - צומת כפר סבא (מזרח),צומת נווה ימין (מערב) - צומת כפר סבא (מזרח),550020.0,55,20,3,1.0,1,1.0,1,0.0,0,"[885, 887]","['צומת נווה ימין (מערב)', 'כניסה לשיכון יוספטל']",True,True,True,True,True,0.0
צומת כפר סבא (מזרח) - צומת לאלפי מנשה,צומת כפר סבא (מזרח) - צומת אלפי מנשה,550030.0,55,30,1,1.0,1,0.0,2,2.0,4,"[889, 3437]","['צומת כפר סבא (מזרח)', 'צומת נווה ימין']",False,True,False,False,False,4.0
צומת כפר סבא (מזרח) - צומת לאלפי מנשה,צומת כפר סבא (מזרח) - צומת אלפי מנשה,550030.0,55,30,3,2.0,3,4.0,7,3.0,8,"[889, 3437]","['צומת כפר סבא (מזרח)', 'צומת נווה ימין']",False,False,False,False,False,9.0
,צומת אלפי מנשה - כניסה לאלפי מנשה,550808.0,55,808,1,,1,,3,,2,"[7048, 7172, 10957]","['צומת קלקיליה', 'צומת חבלה', 'צומת אלפי מנשה']",False,False,False,False,False,6.0
,צומת אלפי מנשה - כניסה לאלפי מנשה,550808.0,55,808,3,,3,,12,,8,"[7048, 7172, 10957]","['צומת קלקיליה', 'צומת חבלה', 'צומת אלפי מנשה']",False,False,False,False,False,23.0
צומת לאלפי מנשה - צומת עוקף שכם (דרום),כניסה לאלפי מנשה - צומת עוקף שכם (דרום),550810.0,55,810,1,18.0,17,25.0,20,29.0,25,"[7050, 7051, 7052, 7053, 7054, 7055, 7157, 7173, 7184, 9055, 9945, 12319, 12372, 12506, 12507]","['צומת עזון', 'כניסה לקרני שומרון', 'צומת עמנואל', 'צומת אל-פנדק', 'כניסה לקדומים', 'כניסה לכפר קדום', 'צומת צופין', 'כניסה לאלפי מנשה', 'כניסה למעלה שומרון', 'כניסה למצפה ישי', 'כניסה לנווה מנחם', 'צומת גינסאפוט', 'צומת אמאתין', 'כניסה לכפר לאקף', 'כניסה לאזור תעשיה קרני שומרון']",False,False,False,False,False,-10.0
צומת לאלפי מנשה - צומת עוקף שכם (דרום),כניסה לאלפי מנשה - צומת עוקף שכם (דרום),550810.0,55,810,3,24.0,20,58.0,43,46.0,34,"[7050, 7051, 7052, 7053, 7054, 7055, 7157, 7173, 7184, 9055, 9945, 12319, 12372, 12506, 12507]","['צומת עזון', 'כניסה לקרני שומרון', 'צומת עמנואל', 'צומת אל-פנדק', 'כניסה לקדומים', 'כניסה לכפר קדום', 'צומת צופין', 'כניסה לאלפי מנשה', 'כניסה למעלה שומרון', 'כניסה למצפה ישי', 'כניסה לנווה מנחם', 'צומת גינסאפוט', 'צומת אמאתין', 'כניסה לכפר לאקף', 'כניסה לאזור תעשיה קרני שומרון']",False,False,False,False,False,-31.0
,צומת עוקף שכם (דרום) - יישוב שכם,550840.0,55,840,1,,1,,2,,0,"[7056, 7057, 7058, 7059, 7199, 11721, 12082]","['כניסה לצרה', 'כניסה לבית וזן', ""כניסה לג'ניד"", 'יישוב שכם', 'צומת עוקף שכם (דרום)', 'צומת בית וזן', 'צומת צרה']",False,False,False,False,False,3.0
,צומת עוקף שכם (דרום) - יישוב שכם,550840.0,55,840,3,,1,,2,,5,"[7056, 7057, 7058, 7059, 7199, 11721, 12082]","['כניסה לצרה', 'כניסה לבית וזן', ""כניסה לג'ניד"", 'יישוב שכם', 'צומת עוקף שכם (דרום)', 'צומת בית וזן', 'צומת צרה']",False,False,False,False,False,8.0
,,,55,999,3,0.0,,0.0,,5.0,,,,False,False,False,False,False,-5.0
מחלף נתניה - כניסה לא' תעשייה נתניה,מחלף נתניה - כניסה לא' תעשייה נתניה,570010.0,57,10,1,4.0,4,8.0,8,5.0,5,"[79, 4118, 4119]","['מחלף נתניה', 'מחלף נתניה מערבי', 'מחלף נתניה מזרחי']",True,True,True,True,True,0.0
מחלף נתניה - כניסה לא' תעשייה נתניה,מחלף נתניה - כניסה לא' תעשייה נתניה,570010.0,57,10,3,13.0,13,34.0,34,45.0,45,"[79, 4118, 4119]","['מחלף נתניה', 'מחלף נתניה מערבי', 'מחלף נתניה מזרחי']",True,True,True,True,True,0.0
,כניסה לשיכון ותיקים (דגניה) - צומת בית יצחק,570014.0,57,14,1,,1,,4,,4,[8048],['כניסה לשיכון ותיקים (דגניה)'],False,False,False,False,False,9.0
,כניסה לשיכון ותיקים (דגניה) - צומת בית יצחק,570014.0,57,14,3,,3,,5,,6,[8048],['כניסה לשיכון ותיקים (דגניה)'],False,False,False,False,False,14.0
כניסה לא' תעשייה נתניה - צומת השרון,צומת בית יצחק - צומת השרון,570020.0,57,20,1,6.0,3,9.0,4,8.0,4,"[929, 931]","['צומת בית יצחק', 'צומת נורדייה']",False,False,False,False,False,-12.0
כניסה לא' תעשייה נתניה - צומת השרון,צומת בית יצחק - צומת השרון,570020.0,57,20,3,8.0,4,20.0,14,11.0,4,"[929, 931]","['צומת בית יצחק', 'צומת נורדייה']",False,False,False,False,False,-17.0
צומת השרון - צומת ינוב,צומת השרון - צומת ינוב,570030.0,57,30,1,12.0,12,12.0,12,13.0,13,"[345, 933, 935, 3518, 4028, 10765, 11296, 11297]","['צומת השרון', 'כניסה לכפר יונה (מערב)', 'כניסה לכפר יונה שד בגין', 'כניסה לחניאל', 'צומת', 'צומת לכפר יונה', 'כניסה לכפר יונה רח גילה', 'כניסה לכפר יונה רח אריאל שרון']",True,True,True,True,True,0.0
צומת השרון - צומת ינוב,צומת השרון - צומת ינוב,570030.0,57,30,3,27.0,27,34.0,34,36.0,36,"[345, 933, 935, 3518, 4028, 10765, 11296, 11297]","['צומת השרון', 'כניסה לכפר יונה (מערב)', 'כניסה לכפר יונה שד בגין', 'כניסה לחניאל', 'צומת', 'צומת לכפר יונה', 'כניסה לכפר יונה רח גילה', 'כניסה לכפר יונה רח אריאל שרון']",True,True,True,True,True,0.0
צומת ינוב - צומת ניצני עוז,צומת ינוב - צומת ניצני עוז,570038.0,57,38,1,7.0,7,4.0,4,6.0,6,"[937, 939, 941, 943]","['צומת ינוב', 'כניסה לבורגתה-תנובות', 'צומת קלנסווה', 'צומת בארותיים']",True,True,True,True,True,0.0
צומת ינוב - צומת ניצני עוז,צומת ינוב - צומת ניצני עוז,570038.0,57,38,3,11.0,11,17.0,17,20.0,20,"[937, 939, 941, 943]","['צומת ינוב', 'כניסה לבורגתה-תנובות', 'צומת קלנסווה', 'צומת בארותיים']",True,True,True,True,True,0.0
צומת ניצני עוז - מחלף ניצני עוז,צומת ניצני עוז - מחלף ניצני עוז,570040.0,57,40,1,5.0,5,5.0,5,5.0,5,"[945, 7066]","['צומת ניצני עוז', 'מחלף טול כרם']",True,True,True,True,True,0.0
צומת ניצני עוז - מחלף ניצני עוז,צומת ניצני עוז - מחלף ניצני עוז,570040.0,57,40,3,5.0,5,5.0,5,8.0,8,"[945, 7066]","['צומת ניצני עוז', 'מחלף טול כרם']",True,True,True,True,True,0.0
מחלף ניצני עוז - צומת בקעות,מחלף ניצני עוז - צומת בקעות,570810.0,57,810,1,10.0,10,13.0,13,7.0,7,"[4197, 7062, 7067, 7072, 7220, 10091, 11058, 11984, 12126, 12127, 12128, 12326, 12327]","['מחלף ניצני עוז', 'צומת תרצה', 'צומת שווייכה', 'צומת ספרין', 'צומת ענב', 'צומת לשבי שומרון', 'כניסה לצומת בקעות', 'כניסה לענבתא', 'צומת אבן אלקאסם', 'כניסה לנור אשמס', 'כניסה לענבתא מערב', 'כניסה למת""ש שכם', 'כניסה לראמין']",True,True,True,True,True,0.0
מחלף ניצני עוז - צומת בקעות,מחלף ניצני עוז - צומת בקעות,570810.0,57,810,3,9.0,8,12.0,12,25.0,25,"[4197, 7062, 7067, 7072, 7220, 10091, 11058, 11984, 12126, 12127, 12128, 12326, 12327]","['מחלף ניצני עוז', 'צומת תרצה', 'צומת שווייכה', 'צומת ספרין', 'צומת ענב', 'צומת לשבי שומרון', 'כניסה לצומת בקעות', 'כניסה לענבתא', 'צומת אבן אלקאסם', 'כניסה לנור אשמס', 'כניסה לענבתא מערב', 'כניסה למת""ש שכם', 'כניסה לראמין']",True,False,True,True,False,-1.0
צומת בקעות - צומת לשומרון,צומת בקעות - צומת לשומרון,570820.0,57,820,1,2.0,2,1.0,1,0.0,0,"[7063, 7064, 7065, 7170, 7185, 10758]","['צומת בקעות', 'צומת מכורה', 'צומת אדם', 'צומת פרעה אל גיפטל', 'צומת חמרה', 'צומת לשומרון']",True,True,True,True,True,0.0
צומת בקעות - צומת לשומרון,צומת בקעות - צומת לשומרון,570820.0,57,820,3,3.0,3,4.0,4,2.0,2,"[7063, 7064, 7065, 7170, 7185, 10758]","['צומת בקעות', 'צומת מכורה', 'צומת אדם', 'צומת פרעה אל גיפטל', 'צומת חמרה', 'צומת לשומרון']",True,True,True,True,True,0.0
יישוב באר שבע (לערד) - צומת חטיבת הנגב,יישוב באר שבע (לערד) - צומת חטיבת הנגב,600005.0,60,5,1,1.0,1,1.0,1,0.0,0,[8015],['יישוב באר שבע (לערד)'],True,True,True,True,True,0.0
יישוב באר שבע (לערד) - צומת חטיבת הנגב,יישוב באר שבע (לערד) - צומת חטיבת הנגב,600005.0,60,5,3,9.0,9,18.0,18,27.0,27,[8015],['יישוב באר שבע (לערד)'],True,True,True,True,True,0.0
צומת חטיבת הנגב - כניסה לעומר,צומת חטיבת הנגב - כניסה לעומר,600010.0,60,10,1,1.0,1,7.0,7,3.0,3,"[963, 4062, 10269]","['צומת תל שבע', 'צומת חטיבת הנגב', 'מחלף חטיבת הנגב']",True,True,True,True,True,0.0
צומת חטיבת הנגב - כניסה לעומר,צומת חטיבת הנגב - כניסה לעומר,600010.0,60,10,3,13.0,13,25.0,25,27.0,27,"[963, 4062, 10269]","['צומת תל שבע', 'צומת חטיבת הנגב', 'מחלף חטיבת הנגב']",True,True,True,True,True,0.0
כניסה לעומר - צומת שוקת,כניסה לעומר - צומת שוקת,600012.0,60,12,1,7.0,7,4.0,4,5.0,5,"[3655, 3729, 4086, 4227, 10176, 10575, 10976]","['כניסה לעומר', 'כניסה לתחנת דלק', ""כניסה לא' תעשייה עומר"", 'כניסה לאבו כף אום בטין', 'מחלף שוקת', 'כניסה לעומר רח תפוז', 'כניסה לאבו עמרה']",True,True,True,True,True,0.0
כניסה לעומר - צומת שוקת,כניסה לעומר - צומת שוקת,600012.0,60,12,3,17.0,17,22.0,22,33.0,33,"[3655, 3729, 4086, 4227, 10176, 10575, 10976]","['כניסה לעומר', 'כניסה לתחנת דלק', ""כניסה לא' תעשייה עומר"", 'כניסה לאבו כף אום בטין', 'מחלף שוקת', 'כניסה לעומר רח תפוז', 'כניסה לאבו עמרה']",True,True,True,True,True,0.0
צומת שוקת - צומת לאל-זהרייה (דרום),צומת שוקת - צומת לאל-זהרייה (דרום),600020.0,60,20,1,10.0,10,12.0,12,1.0,1,"[543, 3974, 3975, 9993, 10737, 11501, 12522]","['צומת שוקת', 'כניסה למיתר', 'צומת', 'צומת לכרמים', 'צומת למיתר', 'כניסה לכרמים', 'כניסה לכרמית']",True,True,True,True,True,0.0
צומת שוקת - צומת לאל-זהרייה (דרום),צומת שוקת - צומת לאל-זהרייה (דרום),600020.0,60,20,3,25.0,25,20.0,20,27.0,27,"[543, 3974, 3975, 9993, 10737, 11501, 12522]","['צומת שוקת', 'כניסה למיתר', 'צומת', 'צומת לכרמים', 'צומת למיתר', 'כניסה לכרמים', 'כניסה לכרמית']",True,True,True,True,True,0.0
צומת גבעת המטוס - צומת א-ראם,צומת גבעת המטוס - צומת א-ראם,600026.0,60,26,1,1.0,1,2.0,2,1.0,1,"[8018, 8024]","['צומת גבעת המטוס', 'צומת בית חנינא']",True,True,True,True,True,0.0
צומת גבעת המטוס - צומת א-ראם,צומת גבעת המטוס - צומת א-ראם,600026.0,60,26,3,1.0,1,0.0,0,5.0,5,"[8018, 8024]","['צומת גבעת המטוס', 'צומת בית חנינא']",True,True,True,True,True,0.0
כניסה למוקייבלה - צומת יזרעאל,כניסה למוקייבלה - צומת יזרעאל,600030.0,60,30,1,0.0,0,4.0,4,2.0,2,"[1055, 1057, 3617, 9201, 9799]","['כניסה למגן שאול', 'כניסה לצנדלה', 'כניסה למוקייבלה', 'כניסה לגן נר', 'כניסה לצנדלה רח הגלבוע']",True,True,True,True,True,0.0
כניסה למוקייבלה - צומת יזרעאל,כניסה למוקייבלה - צומת יזרעאל,600030.0,60,30,3,0.0,0,3.0,3,4.0,4,"[1055, 1057, 3617, 9201, 9799]","['כניסה למגן שאול', 'כניסה לצנדלה', 'כניסה למוקייבלה', 'כניסה לגן נר', 'כניסה לצנדלה רח הגלבוע']",True,True,True,True,True,0.0
צומת יזרעאל - צומת,צומת יזרעאל - צומת,600034.0,60,34,1,4.0,4,3.0,3,5.0,5,[1059],['צומת יזרעאל'],True,True,True,True,True,0.0
צומת יזרעאל - צומת,צומת יזרעאל - צומת,600034.0,60,34,3,1.0,1,11.0,11,11.0,11,[1059],['צומת יזרעאל'],True,True,True,True,True,0.0
צומת - כניסה לעפולה (צפון),צומת - כניסה לעפולה (צפון),600035.0,60,35,1,0.0,0,3.0,3,1.0,1,"[3976, 8026, 8027, 11302, 11304]","['צומת', 'יישוב עפולה (לת""א)', 'יישוב עפולה (לנצרת)', 'כניסה לעפולה (דרום)', 'כניסה לעפולה דרך בן גוריון']",True,True,True,True,True,0.0
צומת - כניסה לעפולה (צפון),צומת - כניסה לעפולה (צפון),600035.0,60,35,3,3.0,3,1.0,1,1.0,1,"[3976, 8026, 8027, 11302, 11304]","['צומת', 'יישוב עפולה (לת""א)', 'יישוב עפולה (לנצרת)', 'כניסה לעפולה (דרום)', 'כניסה לעפולה דרך בן גוריון']",True,True,True,True,True,0.0
כניסה לעפולה (צפון) - צומת עדשים,כניסה לעפולה (צפון) - צומת עדשים,600040.0,60,40,1,4.0,4,9.0,9,5.0,5,"[1065, 1067, 1069, 1071, 3014, 9478]","['כניסה לכפר גדעון', 'כניסה למזרע', 'כניסה למ""א יזרעאל', 'כניסה לתל עדשים', 'כניסה לבלפוריה', 'צומת עפולה צפון']",True,True,True,True,True,0.0
כניסה לעפולה (צפון) - צומת עדשים,כניסה לעפולה (צפון) - צומת עדשים,600040.0,60,40,3,10.0,10,18.0,18,34.0,34,"[1065, 1067, 1069, 1071, 3014, 9478]","['כניסה לכפר גדעון', 'כניסה למזרע', 'כניסה למ""א יזרעאל', 'כניסה לתל עדשים', 'כניסה לבלפוריה', 'צומת עפולה צפון']",True,True,True,True,True,0.0
צומת עדשים - צומת המוסכים (נצרת),צומת עדשים - צומת המוסכים (נצרת),600050.0,60,50,1,2.0,2,6.0,6,7.0,7,"[1073, 4003, 10809]","['צומת עדשים', 'צומת המוסכים (נצרת)', 'צומת ליפיע']",True,True,True,True,True,0.0
צומת עדשים - צומת המוסכים (נצרת),צומת עדשים - צומת המוסכים (נצרת),600050.0,60,50,3,4.0,6,17.0,20,18.0,26,"[1073, 4003, 10809]","['צומת עדשים', 'צומת המוסכים (נצרת)', 'צומת ליפיע']",True,False,False,False,False,13.0
