ishuv,SEMEL_RECHOV,SHEM_RECHOV
2640,164,שלמה המלך
2640,170,מלכי ישראל
2640,173,המרץ
2640,175,העבודה
2640,179,וולפסון
2640,180,חותמי המגילה
2640,203,עמוסי מנחם
2640,204,בגין עליזה
2640,206,החמישה
2640,250,דרך הציונות
2640,267,עמל
2640,268,המלאכה
2640,302,אגמית
2640,355,כרמל
2640,410,ז'בוטינסקי זאב
2640,415,דיין משה
2640,416,נחל רבה
2640,420,דרך בגין מנחם
2640,525,רביבים
2640,528,איילון
2640,529,ברק
2640,538,ברקן
2640,547,נווה אפיקים
2640,561,הא באייר
2640,6516,גבעת הסלעים
2640,6521,פארק תעשיה אפק
2650,102,שבי ציון
2650,107,אגרת תימן
2650,111,הנביאים
2650,118,בית שמאי
2650,120,בית הלל
2650,123,סמ אלחריזי
2650,132,שבטי ישראל
2650,134,הרב קוק
2650,136,המלכים
2650,137,בית השואבה
2650,138,נורית
2650,148,בוקק
2650,150,הרמון
2650,155,טרומפלדור
2650,163,דרך ראשונים
2650,194,תמנע
2650,195,אלון יגאל
2650,196,בגין מנחם
2650,201,דותן דודו
2650,206,שד ויצמן
2650,208,מוריה
2650,209,סוקולוב
2650,211,זרובבל
2650,212,הבנים
2650,214,בוסתנאי
2650,215,הכרמל
2650,221,אוסישקין
2650,224,הרב אורבוך
2650,225,שד ביאליק
2650,229,נחל בשור
2650,232,הנצח
2650,236,"אז""ר"
2650,237,ההגנה
2650,238,סנה משה
2650,240,המתנחלים
2650,248,"הפלמ""ח"
2650,260,המרי
2650,287,גולומב
2650,289,בן שלום
2650,304,התלמים
2650,326,"תרפ""ד"
2650,332,סמ היסמין
2650,347,ז'בוטינסקי
2650,349,חרושת
2650,353,ששת הימים
2650,370,כרכום
2650,386,העבודה
2650,421,יוני נתניהו
2650,423,הגנים
2650,443,העומר
2650,450,המלאכה
2650,456,הטבק
2650,459,השפלה
2650,486,הגליל
2650,504,רב מכר
2650,505,שד יריב אהרון
2650,6533,שכ הכפר הירוק
2660,102,מבצע דני
2660,105,מבצע עובדה
2660,110,קדושי קהיר
2660,113,העמל
2660,114,גיבורי החיל
2660,127,האורגים
2660,139,חטיבת גבעתי
2660,141,פטל
2660,143,צלף
2660,144,תורמוס
2660,146,עולי הגרדום
2660,158,שד דואני
2660,163,חלמונית
2660,164,נופר
2660,172,העצמאות
2660,174,שבזי
2660,178,הרב בוכריס
2660,179,הראשונים
2660,180,דרך חג'ג' אהרון
2660,184,הדרור
2660,195,שידלובסקי
2660,196,התאנה
2660,197,הזית
2660,200,שד הסנהדרין
2660,209,הערבה
2660,211,האלון
2660,212,הרב אבוחצירא
2660,219,ז'בוטינסקי
2660,220,אגוז
2660,225,נורית
2660,231,הברוש
2660,250,השפלה
2660,274,שד ירושלים
2660,281,חידקל
2660,282,פארן
2660,364,נחל שניר
2660,375,התורן
2660,376,המפרש
2660,6517,אזור התעשיה
2710,6506,שכ ג'דוע
2710,6510,שכ אלכלאיל
2710,6511,שכ בורגול
2710,6520,שכ בידר דבאלה
2710,6521,שכ עין אלנבי
2710,6522,שכ אסכנדר
2710,6525,שכ אלבאטן
2710,6533,שכ אלדהר
2710,6535,שכ אלביר
2710,6540,שכ עקאדה
2710,6541,שכ עין איברהים
2710,6545,שכ עראק אלשבאב
2710,6551,שכ אלמסאיאת
2710,6565,שכ אלמידאן
2710,6585,שכ אלכדור
2710,6586,שכ אלמלסא
2710,6590,שכ עין ג'ראר
2710,6592,שכ אבו לאחם
2710,6596,שכ ואדי נסור
2710,6601,שכ אלקואס
2710,6731,אלשאגור
2710,9000,אום אל-פחם
2720,106,דרך א-סולטאני
2720,110,טארק עבד אל-חי
2720,9000,טירה
2800,107,הר הצופים
2800,114,המכבים
2800,115,הגלעד
2800,118,"שד האצ""ל"
2800,202,יהודה הלוי
2800,203,טשרניחובסקי
2800,208,הרצל
2800,209,מלחמת ששת הימים
2800,211,ברל
2800,227,סלינגר דוד
2800,234,קרן קימת לישראל
2800,303,שפרינצק
2800,310,אחד העם
2800,312,הירדן
2800,313,הנשיא
2800,314,"רמב""ם"
2800,320,עגנון
2800,331,הרב משאש יוסף
2800,350,הוורדים
2800,353,בגין מנחם
2800,401,טרומפלדור
2800,405,סולד
2800,410,שד תל חי
2800,6517,שכ הורדים
2800,6520,אזור תעשיה צפון
3000,101,יחזקאל
3000,103,פישל אהרן
3000,108,אג ספורט אליצור
3000,116,שמואל הנביא
3000,117,קארו יוסף
3000,118,בית ישראל
3000,121,רבנו גרשום
3000,122,מוסיוף שלמה
3000,123,יואל
3000,126,עזרא
3000,128,תלמודי אברהם
3000,138,הרב חכם שמעון
3000,143,זוננפלד
3000,146,אורבך אפרים
3000,152,רייכמן
3000,162,מאה שערים
3000,164,עין יעקב
3000,173,הרב סלנט
3000,180,בהרן שלמה זלמן
3000,181,חיי אדם
3000,193,ורהפטיג זרח
3000,203,"האדמורי""ם ליינער"
3000,209,שומרי אמונים
3000,210,הסנהדרין
3000,219,עבודת ישראל
3000,232,אהלי יוסף
3000,235,שמעון הצדיק
3000,239,זקס משה
3000,248,חטיבת הראל
3000,249,בר כוכבא
3000,257,החרש
3000,301,בר אילן
3000,302,הושע
3000,305,מלכי ישראל
3000,308,הישיבה
3000,311,עמוס
3000,314,עלי הכהן
3000,315,אלקנה
3000,320,ברנדיס
3000,321,תחכמוני
3000,322,יוסף בן מתתיהו
3000,328,"רש""י"
3000,332,אלפנדרי
3000,333,בר גיורא
3000,336,הטורים
3000,338,החשמונאים
3000,339,אלעזר המכבי
3000,340,שרי ישראל
3000,341,יהודה המכבי
3000,343,פרי חדש
3000,345,פינס
3000,348,הנביאים
3000,349,ישעיהו
3000,350,שטראוס
3000,351,בלילוס
3000,354,יעקב מאיר
3000,366,אשתורי הפרחי
3000,373,לבוש מרדכי
3000,376,ילין דוד
3000,390,עזרת תורה
3000,393,הרב גרוסברג חנוך
3000,397,דורש טוב
3000,398,שפע חיים
3000,400,אליעזרוב
3000,401,דבורה הנביאה
3000,404,הלני המלכה
3000,408,בן סירא
3000,409,כורש
3000,410,שושן
3000,414,ינאי
3000,416,הורקנוס יוחנן
3000,421,הרב קוק
3000,426,בן יהודה
3000,427,שמואל הנגיד
3000,429,המלך ג'ורג'
3000,431,עליאש
3000,432,הלל
3000,435,בן הלל
3000,436,שמאי
3000,437,סמואל
3000,448,המעלות
3000,450,שלומציון
3000,454,ממילא
3000,460,חשין
3000,461,גרוזנברג
3000,463,אבידע
3000,471,ביאנקיני
3000,501,שבטי ישראל
3000,513,שלמה המלך
3000,514,קריב יצחק
3000,525,הצנחנים
3000,603,שערי צדק
3000,608,שורץ
3000,612,יפו
3000,613,אגריפס
3000,616,הרב שמואל ברוך
3000,618,"כי""ח"
3000,622,בית יעקב
3000,641,נהר פרת
3000,643,בצלאל
3000,652,אבן ספיר
3000,667,סומך עובדיה
3000,689,מסילת ישרים
3000,707,צפת
3000,714,אוסישקין
3000,724,הקליר
3000,728,דיסקין
3000,733,שד בן צבי יצחק
3000,801,הקרן הקיימת
3000,802,"רשב""א"
3000,807,שד בן מימון
3000,808,עזה
3000,809,"רמב""ן"
3000,811,אלחריזי
3000,813,ארלוזורוב
3000,814,"רד""ק"
3000,817,בנימין מטודלה
3000,820,בן לברט
3000,823,הרב ברלין
3000,826,"חרל""פ"
3000,828,הנשיא
3000,832,מולכו
3000,833,בלפור
3000,835,הרב ברודי
3000,891,בקי
3000,894,מרכז שטנר
3000,895,בית הדפוס
3000,898,עם ועולמו
3000,899,שערי ירושלים
3000,901,מגיני ירושלים
3000,905,בן עוזיאל
3000,907,שמגר
3000,916,הצבי
3000,921,תורה מציון
3000,929,אזולאי עקיבא
3000,930,נג'ארה
3000,931,אלקבץ
3000,935,ימין אבות
3000,937,ירמיהו
3000,938,הארגמן
3000,939,אהליאב
3000,941,שד בן גוריון
3000,942,רוממה
3000,944,"המ""ג"
3000,945,תכלת מרדכי
3000,947,חפצדי נחום
3000,952,סורוצקין
3000,954,גדרה
3000,959,נורדאו
3000,964,זכרון יעקב
3000,965,פנים מאירות
3000,968,לורך נתנאל
3000,970,"שד שז""ר"
3000,983,הרב שאולזון
3000,987,זית רענן
3000,995,כנפי נשרים
3000,996,בעל השאילתות
3000,998,שד הזז חיים
3000,1004,קרית משה
3000,1007,היכל המשפט
3000,1015,וילנאי זאב
3000,1017,החלוץ
3000,1018,רבי בנימין
3000,1020,שד המאירי
3000,1021,שד הרצל
3000,1022,הלוי אליעזר
3000,1023,פרבשטיין
3000,1024,הרב צבי יהודה
3000,1036,בית הכרם
3000,1039,שחר
3000,1040,איש שלום מרדכי
3000,1048,הארזים
3000,1051,יפה נוף
3000,1056,הפסגה
3000,1058,בית וגן
3000,1059,הרב עוזיאל
3000,1060,הזכרון
3000,1062,דרך קרית יובל
3000,1063,דגניה
3000,1064,הרב פרנק
3000,1066,חזון ציון
3000,1070,הרב טייב חי
3000,1077,שד ויצמן
3000,1085,קול משה
3000,1086,בן ציון
3000,1090,העלוי
3000,1092,דגל ראובן
3000,1093,אביזוהר
3000,1094,יער ירושלים
3000,1096,שחראי
3000,1101,דרך רופין
3000,1105,דרך בגין
3000,1106,דרך רבין
3000,1108,קפלן
3000,1114,רוטשילד
3000,1116,בורלא יהודה
3000,1121,בייט שמואל
3000,1126,נזר דוד
3000,1128,דרך וולפסון דוד
3000,1132,בזק בצלאל
3000,1134,שדרת המוזיאונים
3000,1137,אבי יונה מיכאל
3000,1143,אז תעשיה גב שאול
3000,1146,שמשון רפאל הירש
3000,1150,הרב רוזנטל דוד
3000,1151,מנחם מנדל משקלוב
3000,1155,הרב קצנלבוגן רפאל
3000,1159,אגסי שמעון
3000,1162,המלמד
3000,1165,כביש מס 7
3000,1172,הנשיא השישי
3000,1175,פררה אברהם
3000,1180,אהרונוב
3000,1181,בנק ישראל
3000,1182,זוסמן
3000,1196,חכמי יוסף
3000,1207,הנטקה
3000,1214,לוין שמריהו
3000,1215,סולד הנריטה
3000,1218,דרך כרמית
3000,1219,רבינוביץ אהרון
3000,1224,טהון
3000,1231,אורוגואי
3000,1237,בוליביה
3000,1240,כביש הדסה
3000,1249,האביבית
3000,1250,מכסיקו
3000,1252,דרך קוליץ
3000,1255,הנורית
3000,1268,ברזיל
3000,1270,הרפוב הדומיניקנית
3000,1273,קורצאק
3000,1277,פסח חברוני
3000,1279,החרצית
3000,1285,איסלנד
3000,1291,דולצ'ין
3000,1293,טור סיני
3000,1297,שטרן אברהם
3000,1299,אולשוונגר
3000,1300,הרב ריינס
3000,1301,השומר
3000,1302,הנוטרים
3000,1303,דב הוז
3000,1305,שדה יצחק
3000,1307,גולומב
3000,1308,פת יעקב
3000,1309,קנאי הגליל
3000,1314,יוסי בן יועזר
3000,1320,בן גמלא יהושע
3000,1321,יוחנן בן זכאי
3000,1322,חסדא
3000,1323,אלעזר המודעי
3000,1327,רבי מאיר
3000,1331,דוסתאי
3000,1335,ברניקי
3000,1337,יהודה הנשיא
3000,1340,נתאי הארבלי
3000,1346,דרך מודעי יצחק
3000,1347,ברל לוקר
3000,1349,סן מרטין
3000,1351,הדישון
3000,1352,האייל
3000,1359,ברנשטיין פרץ
3000,1361,בר יוחאי
3000,1362,דרך בנבנישתי דוד
3000,1364,קובובי
3000,1366,מעגלי יבנה
3000,1367,אלמליח אברהם
3000,1368,שד שרת משה
3000,1369,קדיש לוז
3000,1371,בן טבאי
3000,1376,האורן
3000,1383,זילברג משה
3000,1389,"שד ש""י עגנון"
3000,1390,בעהם אריה
3000,1400,רוזן פנחס
3000,1401,עין כרם
3000,1402,"שח""ל"
3000,1405,טשרניחובסקי
3000,1406,קצנלסון
3000,1407,שמעוני
3000,1409,דרך שולוב אהרון
3000,1410,הטייסים
3000,1415,התקופה
3000,1416,פיכמן
3000,1422,הרב הרצוג
3000,1423,הלר חיים
3000,1435,שד דב יוסף
3000,1437,התלתן
3000,1453,איילון דוד
3000,1458,השועל
3000,1461,קניון מלחה
3000,1500,מרטין לותר קינג
3000,1503,מרכוס
3000,1508,קרן היסוד
3000,1509,שלום עליכם
3000,1511,אחד העם
3000,1514,ז'בוטינסקי
3000,1522,אגרון
3000,1526,ושינגטון
3000,1527,מאפו
3000,1528,דוד המלך
3000,1601,חזקיהו המלך
3000,1619,בוסתנאי
3000,1620,כובשי קטמון
3000,1621,רחל אמנו
3000,1624,הגדוד העברי
3000,1626,שופן
3000,1627,הצפירה
3000,1630,"הפלמ""ח"
3000,1636,עמק רפאים
3000,1647,הילדסהיימר עזריאל
3000,1659,כרמיה
3000,1668,מלל
3000,1701,ימין משה
3000,1706,המגדל
3000,1714,דרך חברון
3000,1715,הר ציון
3000,1717,עין רוגל
3000,1726,נעמי
3000,1731,אלבק חנוך
3000,1735,אפרתה
3000,1736,עין גדי
3000,1737,"בית""ר"
3000,1739,קרליבך
3000,1740,לייב יפה
3000,1744,וינר אשר
3000,1753,דרך בית לחם
3000,1757,יהודה
3000,1760,מרים החשמונאית
3000,1767,הרכבת
3000,1768,יפתח
3000,1775,נפתלי
3000,1781,יששכר
3000,1784,בן יפונה
3000,1785,גד
3000,1786,רבקה
3000,1787,גנרל קניג פייר
3000,1790,אסתר המלכה
3000,1791,שלום יהודה
3000,1793,המוסכים
3000,1794,מקור חיים
3000,1795,צרת
3000,1797,הרכבים
3000,1823,צפורה
3000,1833,חטיבת ירושלים
3000,1835,בעלי מלאכה
3000,1836,הסדנא
3000,1837,הרכב
3000,1839,האומן
3000,1840,התעשיה
3000,1842,יד חרוצים
3000,1843,פועלי צדק
3000,1847,התנופה
3000,1849,נכון שלמה
3000,1851,צרויה
3000,1860,הפרסה
3000,1864,דרך משה ברעם
3000,1868,רמז דוד
3000,1869,בוזגלו אשריאל
3000,1870,גלרנטר מנחם
3000,1877,לנקין אליהו
3000,1881,פרימו לוי
3000,1886,שד מאיר שמואל
3000,1887,הרב ניסים יצחק
3000,1888,הממציא
3000,1890,אביגור שאול
3000,1891,ליכטנשטיין
3000,1896,ורשבסקי אריה
3000,1897,אליהו קורן
3000,1899,מרינוב חיים
3000,1920,"בי""ח שערי צדק"
3000,1930,הרב בינה אריה
3000,1931,ברש מנחם רועי
3000,2004,קוסטה ריקה
3000,2012,זנגויל
3000,2052,שד גבעת משה
3000,3001,שד נוה יעקב
3000,3014,הרב זווין
3000,3026,"מעגלי הרי""ם לוין"
3000,3058,אבא ברדיצב
3000,3062,מלון שער יפו
3000,3950,דרך צור באהר
3000,4002,ויה דולורוזה
3000,4003,באב אל עמוד
3000,4005,בב חוטה
3000,4061,באב אל גדיד
3000,4079,סנט גורגס
3000,4100,צלאח אל דין
3000,4101,שעפט
3000,4102,מחנה פליטים שעפט
3000,4106,בית חנינה החדשה
3000,4109,ב חנינה קלנדיה
3000,4110,חיל הנדסה
3000,4111,כפר עקב
3000,4113,דרך בר-לב
3000,4118,שיח גראח
3000,4121,עיסוויה
3000,4128,דרך רמאללה
3000,4129,ואדי אל ג'וז
3000,4135,דרך חזמה
3000,4138,א טור
3000,4143,עקבת סוואנה
3000,4146,דרך יריחו
3000,4147,ואדי קאדום
3000,4150,א שייאח
3000,4153,באב א זהרה
3000,4159,שער שכם
3000,4162,דרך שכם
3000,4166,אבן סינא
3000,4175,עומר אבן אל עץ
3000,4177,דרך הר הזיתים
3000,4179,המור
3000,4180,ורדינון
3000,4181,לבונה
3000,4182,הנגבי שבתאי
3000,4195,אבו עוביידה
3000,4196,אבו טאלב
3000,4201,בית צפפה
3000,4213,א זוהור
3000,4215,בית גאלה
3000,4220,צור בחר
3000,4221,אום טובא
3000,4223,ג'בל מוכבר
3000,4235,אום ליסון
3000,4245,דיר אבו טור
3000,4247,עבאסיה
3000,4251,סילוואן
3000,4252,ואדי חילווה
3000,4254,ראס אל עמוד
3000,4256,ביר איוב
3000,4263,עין א לוזה
3000,4268,נור אל דין
3000,4271,אל מקדסי
3000,4274,אל חרירי
3000,4275,סולטן סולימאן
3000,4276,שד לוי אשכול
3000,4277,מעבר המיתלה
3000,4278,משמר הגבול
3000,4279,ים סוף
3000,4281,בן עדיה שמואל
3000,4282,מדבר סיני
3000,4283,ששת הימים
3000,4284,מיצרי טירן
3000,4285,איחוד הכפר
3000,4286,פייר ואן פאסן
3000,4287,שרגאי זלמן
3000,4288,גבעת התחמושת
3000,4306,פארן
3000,4307,סנט גורג
3000,4313,לוחמי הגטאות
3000,4315,"אצ""ל"
3000,4316,ההגנה
3000,4317,נטר
3000,4320,הרון אל רשיד
3000,4324,"לח""י"
3000,4325,עולי הגרדום
3000,4327,נקר מאיר
3000,4331,אלקחי מרדכי
3000,4339,דרך העופל
3000,4340,שד צ'רצ'יל
3000,4342,מעגלות הרב פרדס
3000,4345,גולדברג לאה
3000,4349,רובוביץ אלכסנדר
3000,4352,יצחק הנדיב
3000,4360,קציר אהרון
3000,4361,בתי מחסה
3000,4375,מעלות עיר דוד
3000,4382,א נהאדה
3000,4393,שד האוניברסיטה
3000,4394,הכביש להר חומה
3000,4416,כביש מס' 60
3000,4422,אבן חווקל
3000,4429,נששיבי רגיב
3000,4430,הרואה
3000,4431,שיבת ציון
3000,4432,סולם יעקב
3000,4434,רביבים
3000,4435,שירת הים
3000,4437,מעלות כיסופים
3000,4438,מעוז
3000,4439,טרומן הרי
3000,4440,סילבר אבא הלל
3000,4444,פרנקפורטר פליקס
3000,4447,בובליק גדליה
3000,4450,מורגנטאו הנרי
3000,4451,הרב אונטרמן
3000,4452,שד גולדה מאיר
3000,4453,סיון שלום
3000,4458,צונדק
3000,4459,יגאל
3000,4463,הצדיק מטשכנוב
3000,4466,פרופס
3000,4467,קדימה
3000,4471,"קהילות שו""ם"
3000,4481,שדרת רמות
3000,4487,הרב רובין
3000,4512,מעלה השלום
3000,4534,עטרות
3000,4535,האחות יהודית
3000,4539,הגננת
3000,4543,יפה רום
3000,4544,מרגלית
3000,4549,סנונית
3000,4550,הרוסמרין
3000,4554,בן אליעזר אריה
3000,4560,אחלמה
3000,4565,צביה ויצחק
3000,4580,שמיר
3000,4596,זרחי ישראל
3000,4601,קלרמון גנו
3000,4615,א זהרה
3000,4627,אל מאמון
3000,4628,שומאן עבד אל חמיד
3000,4630,טאהה חוסיין
3000,4633,ענאתה החדשה
3000,4639,אל אצמאעי
3000,4650,יציב
3000,4653,מפעלות
3000,4655,יתרון
3000,4667,אבו אלעלא אל מערי
3000,4701,אז תעש הר החוצבים
3000,4703,העיר העתיקה
3000,4728,דרך חיזמא סמ3
3000,4752,שד סיירת דוכיפת
3000,4753,שד דיין משה
3000,4754,השישה עשר
3000,4756,חיל האויר
3000,4758,הארבעה
3000,4762,האלוף עוזי נרקיס
3000,4765,הסיירת הירושלמית
3000,4768,גדוד חרמש
3000,4773,ידין יגאל
3000,4785,תמיר שמואל
3000,4786,האלוף יקותיאל אדם
3000,4788,ברדנוב ירמיהו
3000,4797,רחמילביץ משה
3000,4798,טוניק יצחק
3000,4800,גבירצמן משה
3000,4801,דרך ענתות
3000,4804,נדבה יוסף
3000,4805,גרשון מאיר
3000,4806,יושע מאיר
3000,4808,יוספטל גיורא
3000,4811,סדן דב
3000,4818,גל
3000,4825,מרידור אליהו
3000,4831,עדן שמואל
3000,4837,פאגלין עמיחי
3000,4847,פרל וויליאם
3000,4860,הולצברג שמחה
3000,4903,אוהל יהושע
3000,4907,מנחת יצחק
3000,4950,דרוק שלמה זלמן
3000,4951,בוקסבאום מרדכי
3000,4952,הרב חדש מאיר
3000,4958,"האדמו""ר מלובביץ"
3000,4967,ברכת אברהם
3000,4968,הרב טולדנו
3000,5001,אסטורה
3000,5011,רקנטי אברהם
3000,5017,נרות שבת
3000,5019,הרב אור שרגא
3000,5113,דרך שעפט סמ14
3000,5125,אלאסראא
3000,5401,רב החובל
3000,5403,אדם
3000,5404,העסקן
3000,5405,ינובסקי דניאל
3000,5410,אנוסי משהד
3000,5411,ארציאלי חנה
3000,5462,דלה פרגולה
3000,5501,המרפא
3000,5502,קרית מדע
3000,5503,הרטום
3000,5530,דרך א זעים
3000,5582,שער האריות
3000,5583,שייח ענבר
3000,5594,בית המעיין
3000,5658,א' דרג'י
3000,5701,אבו רביע
3000,6010,ככר דוד הנבי
3000,6023,ככר רמז
3000,6501,מעלות דפנה
3000,6502,סנהדריה מורחבת
3000,6504,ש רמת אשכול
3000,6521,ש שמואל הנביא
3000,6522,שכ סנהדריה
3000,6532,שכ מקור ברוך
3000,6541,שכ קטמון הישנה
3000,6559,גילה-צפון מערב
3000,6571,מחנה יהודה
3000,6640,שכ הר נוף
3000,6646,ניות
3000,6654,קמפוס גבעת רם
3000,6656,רמת שרת
3000,6657,ש רמת דניה
3000,6686,קרית הדסה
3000,6698,קרית היובל
3000,6699,גבעת משואה
3000,6701,שכ מנחת
3000,6704,קרית מנחם
3000,6714,איצטדיון טדי
3000,6724,ש סן סימון
3000,6760,גבעת חנניה
3000,6766,שכ גאולים
3000,6770,רמות רחל
3000,6779,שכ תלפיות
3000,6791,נוף רמות
3000,6793,רמות פולין
3000,6800,רמת שלמה
3000,6805,פסגת זאב
3000,6806,ש נוה יעקב
3000,6811,פסגת זאב מזרח
3000,6821,הר הצופים
3000,6830,קריית המדע
3000,6836,תלפיות מזרח
3000,6870,הרובע היהודי
3000,6892,שכ ליפתא תחתית
3000,7001,דרך מעלה אדמים
3557,110,גבעת שלם
3557,130,דרך הציונות
3560,120,אדני פז
3560,149,אילות השדה
3567,9000,סלעית
3570,101,מבצע חירם
3570,102,דרך הציונות
3570,107,כביש 101
3570,108,"צה""ל"
3570,118,ששת הימים
3570,120,שד ירושלים
3570,131,השקד
3570,136,הגלבוע
3570,150,דרך רמת הגולן
3570,202,דרך הנחשונים
3570,203,הפסגה
3570,204,בראון אורי
3570,303,דרך עפרון
3570,306,גנים
3570,315,העמל
3570,6502,קרית המדע
3571,9000,שבי שומרון
3574,158,סולם יעקב
3579,108,גלעד
3611,101,רמת ממרא
3611,111,גבעת האבות
3611,118,אזור התעשיה
3616,101,הנחלים
3616,102,מבוא הגבים
3616,130,דרך מדבר יהודה
3616,132,דרך הגיא
3616,133,המצדים
3616,141,דרך קדם
3616,145,דרך מצפה נבו
3616,149,מדליקי המשואות
3616,160,צמח השדה
3616,161,דרך הר הבית
3616,172,השיטה
3616,178,עת הזמיר
3616,191,העירית
3616,193,הערבה
3616,200,דרך הר הצופים
3616,201,שד החברה הכלכלית
3616,226,הקירטון
3616,229,הרכס
3616,230,הציפחה
3616,233,האבן
3616,246,האלמוג
3616,250,הבדולח
3616,6504,מישור אדמים
3616,9000,מעלה אדומים
3617,157,דן
3637,117,דפנה
3640,104,הברוש
3641,6501,שכ רמת שמואל
3650,135,שד המלך דוד
3650,150,רחל אמנו
3650,185,שד המלך שלמה
3650,9000,אפרתה
3654,105,שוהם
3654,139,יסמין
3720,124,אביבים
3730,101,המכבים
3730,201,שבט בנימין
3730,204,בן נון יהושע
3730,255,קדרון
3730,301,הגיא
3730,303,אתרוג
3730,330,האיילות
3730,406,קרית יערים
3750,105,שגיא
3750,121,אודם
3750,216,רותם
3750,226,פולג
3760,143,האשל
3760,177,החרמון
3760,188,זיו
3760,9000,אורנית
3765,140,שד עלי הכהן
3769,130,מבוא החורש
3769,131,מבוא הלבונה
3779,105,קהילות יעקב
3780,102,רבי עקיבא
3780,111,דברי חיים
3780,123,יוחנן בן זכאי
3780,150,הבבא סאלי
3780,158,אש קודש
3780,169,איגרות משה
3780,204,המגיד ממעזריטש
3780,206,"חב""ד"
3780,207,חיי יצחק
3780,211,פחד יצחק
3780,213,קדושת לוי
3780,216,"הר""ן"
3780,218,הרב מוצפי יעקב
3780,227,החוזה מלובלין
3780,228,ישמח ישראל
3781,101,אור
3781,102,אחווה
3781,105,קשת
3797,105,מרומי שדה
3797,152,חזון איש
3797,200,שערי תשובה
3797,201,אבני נזר
3797,204,מסילת ישרים
3797,206,נתיבות המשפט
3797,220,רבי יהודה הנשיא
3797,221,רבי שמעון בר יוחא
3797,224,שדרות הלל ושמאי
3797,225,רב ושמואל
3797,230,דרך קרית ספר
3797,240,"ריטב""א"
4000,101,כברי
4000,109,שדה בוקר
4000,110,שד דגניה
4000,116,ארן זלמן
4000,123,האשל
4000,126,בוסל יוסף
4000,129,שד ורבורג
4000,139,"תרי""ג"
4000,141,"שד הרא""ה"
4000,148,מוהליבר
4000,153,התנאים
4000,155,בר אילן
4000,160,הגדוד העברי
4000,161,הנוטר
4000,162,שרת משה
4000,163,הראשונים
4000,166,ששת הימים
4000,172,ציזלינג
4000,176,יציב
4000,177,חומה ומגדל
4000,180,ציפר
4000,185,בן צבי יצחק
4000,190,דרך צייזל ירוחם
4000,191,דרך בר יהודה
4000,192,מקלף מרדכי
4000,194,יוליוס סימון
4000,195,שד ההסתדרות
4000,198,אופיר
4000,199,שנקר אריה
4000,207,השיש
4000,209,חירם
4000,210,חלוצי התעשיה
4000,211,חלץ
4000,212,החרושת
4000,215,"אח""י אילת"
4000,217,גורדוניה
4000,224,דרך העמקים
4000,228,"שד מח""ל"
4000,232,התקומה
4000,236,שיטרית
4000,239,בית אלפא
4000,242,האצטדיון
4000,245,טרומן
4000,247,דרך סלמן
4000,249,יגיע כפיים
4000,261,העמלים
4000,262,צייטלין אהרון
4000,264,ים התיכון
4000,268,הנפח
4000,269,קצנשטיין אריה
4000,271,אדיסון
4000,274,האשלג
4000,275,הדשנים
4000,277,המוסכים
4000,288,דרך דיין משה
4000,294,החרמש
4000,301,קבוץ גלויות
4000,302,אני מאמין
4000,303,הגבורים
4000,304,השומר
4000,306,אבן גבירול
4000,309,חטיבת גולני
4000,314,"שד הפלי""ם"
4000,324,ג'ובראן סלים
4000,337,שיבת ציון
4000,348,דרך העצמאות
4000,353,הנמל
4000,354,דרך יפו
4000,355,הבנקים
4000,357,עין דור
4000,360,שד המגינים
4000,361,עספור
4000,362,מאיר
4000,366,יוחנן הקדוש
4000,367,דרך ידין יגאל
4000,384,גדוד 22
4000,386,כורי
4000,389,צהיון
4000,391,קיסריה
4000,394,פרץ
4000,399,שד בן גוריון
4000,400,חוף קרית חיים
4000,402,לבונטין
4000,403,שבתאי לוי
4000,407,אטוגראי
4000,409,הפרסים
4000,413,הגפן
4000,414,אנילביץ מרדכי
4000,417,לוחמי הגטאות
4000,420,הירוק
4000,429,הרב אוחנה נסים
4000,438,רח 2473
4000,442,נתיבי המפרץ
4000,444,נתנזון
4000,446,ברון הירש
4000,448,המלאכה
4000,459,צביה ויצחק
4000,460,קדושי יאסי
4000,464,חת נחום
4000,473,רח 2644
4000,474,גרינשפון הרצל
4000,483,גולדה מאיר
4000,489,לב המפרץ
4000,492,סבידור מנחם
4000,501,אל אדריסי
4000,505,שד רוטשילד
4000,506,תל אביב
4000,509,"צה""ל"
4000,510,דרור
4000,512,דרך אלנבי
4000,518,עמל
4000,520,נחל
4000,522,אבנר
4000,526,העליה השניה
4000,537,חיל הים
4000,541,נהלל
4000,546,שד בת גלים
4000,551,התורן
4000,553,העוגן
4000,554,דרך צרפת
4000,555,הבסטיליה
4000,556,ז'ורס
4000,561,שלמה המלך
4000,564,סחרוב אנדרה
4000,576,מגורשי ספרד
4000,582,חזקיהו המלך
4000,585,"ש""י עגנון"
4000,590,שלומציון
4000,591,חוף הכרמל
4000,592,"אצ""ל"
4000,600,אסתר המלכה
4000,601,חורב
4000,602,שד אבא חושי
4000,604,אידר
4000,607,הנטקה
4000,608,אינשטיין
4000,609,סמולנסקין
4000,610,הרופא
4000,614,פרויד
4000,615,מאפו
4000,616,תל מאנה
4000,619,מיכל
4000,621,"פיק""א"
4000,622,דישראלי
4000,625,שד מוריה
4000,627,קרית ספר
4000,628,יותם
4000,629,אהוד
4000,634,שמשון
4000,635,שד הנשיא
4000,636,וודגווד
