zomet,ishuv,rehov1,rehov2
10630313,4000,446,505
10630313,4000,505,512
10630313,4000,446,512
10710223,4000,354,415
10800223,4000,357,512
10800223,4000,512,811
10800223,4000,357,811
10910232,4000,394,402
10910232,4000,402,403
10910232,4000,394,403
10970231,4000,386,394
11330612,4000,1012,1074
11330612,4000,1074,1090
11330612,4000,1012,1090
11410132,4000,191,303
12160112,4000,116,228
12240121,4000,185,195
12460112,4000,110,116
12800121,4000,162,185
12900121,4000,162,236
14220421,4000,662,1084
14280621,4000,1031,1035
14280621,4000,1031,1036
14280621,4000,1035,1036
14280621,4000,1031,1044
14280621,4000,1035,1044
14280621,4000,1036,1044
14470616,4000,1022,1029
14710412,4000,602,773
14710412,4000,602,1068
14710412,4000,773,1068
14730412,4000,602,768
14740412,4000,483,602
14740412,4000,602,795
14740412,4000,483,795
14920411,4000,621,763
15030132,4000,191,195
15490132,4000,191,303
15490132,4000,191,4059
15490132,4000,211,4059
15490132,4000,211,303
15490132,4000,303,4059
15490132,4000,191,211
16460323,4000,592,1161
16460323,4000,1142,1161
16460323,4000,592,1142
16500131,4000,162,215
16730517,4000,621,1168
16740131,4000,195,268
16800121,4000,162,169
16960411,4000,492,614
16960411,4000,975,1450
16960411,4000,614,1450
16960411,4000,614,975
16960411,4000,492,1450
16960411,4000,492,975
16970213,4000,195,281
17020616,4000,1084,1091
17050412,4000,621,1206
17680421,4000,662,1128
17730421,4000,634,1162
17810213,4000,348,427
17810213,4000,427,1156
17810213,4000,348,1156
17830424,4000,980,988
17850952,4000,288,367
17860314,4000,1161,1170
17920121,4000,160,265
17940431,4000,564,974
17940431,4000,974,1161
17940431,4000,564,1161
17980412,4000,795,1391
18160001,4000,195,274
18200001,4000,195,224
18260001,4000,194,377
18380035,4000,129,228
18380039,4000,129,264
18380059,4000,140,154
18380059,4000,140,155
18380059,4000,154,155
18380089,4000,190,1169
18380089,4000,1169,1179
18380089,4000,190,1179
18380119,4000,474,479
18380119,4000,210,474
18380119,4000,210,479
18380192,4000,337,341
18380271,4000,464,1161
18380271,4000,464,1192
18380271,4000,1161,1192
18380309,4000,551,1161
18380335,4000,598,786
18380355,4000,625,666
18380355,4000,625,668
18380355,4000,666,668
18380365,4000,634,1128
18380365,4000,657,1128
18380365,4000,634,657
18380365,4000,991,1128
18380365,4000,634,991
18380365,4000,657,991
18380438,4000,762,989
18380438,4000,762,1165
18380438,4000,989,1165
18380459,4000,801,1251
18380642,4000,1502,1507
18380644,4000,1503,1507
18380661,4000,635,726
18380696,4000,856,874
18380712,4000,576,974
18380717,4000,264,1508
18380742,4000,1015,4061
18380745,4000,576,1231
18380747,4000,193,199
18380751,4000,1231,1300
10434,5000,1008,1009
10434,5000,1008,1010
10434,5000,1009,1010
10512,5000,624,1128
10555,5000,1276,1277
20344,5000,404,739
20344,5000,739,1140
20344,5000,404,1140
20432,5000,1024,1025
20521,5000,461,1201
20623,5000,1515,1522
20912,5000,2524,2527
30224,5000,322,330
30312,5000,403,461
30521,5000,1201,1202
30533,5000,1335,1371
30557,5000,1103,1235
30815,5000,2227,2228
40213,5000,218,265
40521,5000,1143,1203
40554,5000,1103,1265
40557,5000,1235,1309
40815,5000,2227,2328
50822,5000,2360,2383
50926,5000,2642,2643
60335,5000,461,616
60515,5000,1122,1249
60522,5000,461,1209
60611,5000,1505,1506
60812,5000,2203,2328
60927,5000,2650,2671
70114,5000,195,197
70611,5000,1503,1506
70734,5000,1934,1935
70832,5000,2392,2396
70911,5000,2506,2524
80431,5000,1021,1026
80556,5000,1103,1272
90343,5000,705,6004
90343,5000,404,705
90343,5000,404,6004
90556,5000,1103,1250
100326,5000,542,543
100515,5000,1107,1249
100557,5000,1101,1235
100811,5000,2210,2327
100816,5000,2239,2250
110522,5000,1143,1211
110622,5000,1545,1549
110926,5000,2642,2646
120347,5000,723,727
120624,5000,1514,1554
120734,5000,1935,1944
130122,5000,132,133
130744,5000,2173,3007
130913,5000,2548,2561
140123,5000,190,191
140624,5000,1529,1530
140813,5000,2210,2218
150125,5000,101,106
160114,5000,198,1040
160623,5000,1520,1536
160624,5000,1530,1554
160934,5000,2779,2780
170413,5000,814,820
170533,5000,1335,1372
170623,5000,1520,1531
170812,5000,2201,2327
180533,5000,1308,1335
180911,5000,2505,2570
200741,5000,2155,2160
210741,5000,2149,2155
210926,5000,2644,2645
230732,5000,1968,1983
250225,5000,343,346
290712,5000,1601,1602
310723,5000,1713,1766
320125,5000,175,177
320741,5000,2145,2146
340731,5000,1991,1992
340744,5000,2155,2157
350928,5000,2656,2660
360712,5000,1612,1622
420712,5000,1601,1611
420712,5000,1601,2378
420712,5000,1611,2378
430711,5000,1647,1650
480724,5000,1721,1791
480724,5000,1721,1824
480724,5000,1791,1824
510911,5000,2502,2506
550833,5000,2426,2439
600523,5000,1211,1215
5313001,5000,1005,1047
7070311,5000,401,461
7080311,5000,402,406
7080311,5000,402,461
7080311,5000,406,461
7110312,5000,401,510
7110312,5000,404,510
7110312,5000,401,404
7190312,5000,425,510
7210312,5000,425,461
7250711,5000,1979,1990
7330313,5000,403,431
7330313,5000,403,435
7330313,5000,431,435
7480318,5000,456,510
7520321,5000,404,504
7540321,5000,404,934
7640326,5000,537,543
7650326,5000,510,537
7720332,5000,510,711
7750333,5000,404,711
7860341,5000,702,711
7870341,5000,705,711
7900334,5000,404,714
7930334,5000,620,714
7940334,5000,510,714
7950335,5000,461,714
8030337,5000,618,624
8150338,5000,618,627
8160338,5000,618,633
8230343,5000,710,742
8280342,5000,705,714
8290342,5000,709,714
8350347,5000,730,1040
8350347,5000,1033,1040
8350347,5000,730,1033
8420347,5000,738,742
8520346,5000,729,1037
8520346,5000,1037,1040
8520346,5000,729,1040
8560346,5000,729,731
8590344,5000,618,738
8590344,5000,738,751
8590344,5000,618,751
8600344,5000,618,737
8680345,5000,753,1103
8680345,5000,751,1103
8680345,5000,751,753
8700345,5000,753,754
8710345,5000,753,1040
8710345,5000,753,1101
8710345,5000,1040,1538
8710345,5000,1040,1511
8710345,5000,1101,1538
8710345,5000,1101,1511
8710345,5000,1511,1538
8710345,5000,1040,1101
8710345,5000,753,1538
8710345,5000,753,1511
8740345,5000,404,1040
8740345,5000,1040,1540
8740345,5000,404,1540
8770345,5000,404,723
8880345,5000,404,748
8880345,5000,748,749
8880345,5000,404,749
8920433,5000,1037,1042
8930433,5000,829,1037
8940433,5000,829,1045
9040431,5000,1020,1021
9100426,5000,924,934
9110323,5000,934,1040
9160324,5000,523,534
9160324,5000,534,710
9160324,5000,523,710
9170323,5000,515,934
9250316,5000,429,456
9390316,5000,456,515
9400316,5000,456,1040
9450421,5000,456,928
9460421,5000,456,925
9540415,5000,811,914
9550415,5000,914,1040
9600314,5000,425,426
9620314,5000,425,441
9770414,5000,814,819
9950422,5000,829,906
9980413,5000,914,1005
9980413,5000,914,1011
9980413,5000,1005,1011
10100424,5000,829,934
10140432,5000,829,1008
10180424,5000,934,1006
10180424,5000,934,1011
10180424,5000,1006,1011
10220434,5000,1009,1011
10220434,5000,1009,1037
10220434,5000,1011,1037
10240412,5000,804,1011
10240412,5000,804,1437
10240412,5000,1011,1437
10380511,5000,461,1135
10430511,5000,510,1138
10500817,5000,2307,2328
10500817,5000,2328,2658
10500817,5000,2307,2658
10540513,5000,1131,1140
10680513,5000,738,1112
10740513,5000,1135,1140
10760513,5000,1135,1201
10800517,5000,1101,1107
10860517,5000,1103,1110
10970515,5000,1104,1107
11050521,5000,461,1204
11170522,5000,1202,1380
11420534,5000,1238,1242
11510542,5000,1135,1246
11540542,5000,1135,1245
11540542,5000,1135,1265
11540542,5000,1245,1265
11580544,5000,1250,1265
11600544,5000,1249,1264
11670545,5000,1135,1255
11740553,5000,1104,1264
11750553,5000,1104,1265
11770552,5000,1104,1267
11780613,5000,1034,1538
11780613,5000,1538,1540
11780613,5000,1034,1540
11790612,5000,1042,1540
11840612,5000,1540,1555
11840612,5000,1555,1571
11840612,5000,1540,1571
11890612,5000,1107,1555
11890612,5000,1554,1555
11890612,5000,1107,1554
11920611,5000,1506,1511
11920611,5000,1511,1555
11920611,5000,1511,2562
11920611,5000,1555,2562
11920611,5000,1506,1555
11920611,5000,1506,2562
11950611,5000,1107,1511
12020332,5000,510,607
12050432,5000,1022,1035
12280911,5000,1571,2524
12280911,5000,2524,2604
12280911,5000,1571,2604
12390622,5000,1546,1552
12490623,5000,1554,2562
12500912,5000,2524,2562
12650913,5000,2526,2535
12690913,5000,2535,2562
12690913,5000,2562,2686
12690913,5000,2535,2686
12940551,5000,1104,1235
12950556,5000,1103,1135
12960556,5000,1135,1309
12970556,5000,1101,1135
12970556,5000,1135,1277
12970556,5000,1101,1277
13000556,5000,1135,1301
13000556,5000,1135,1555
13000556,5000,1301,1555
13000556,5000,1555,2216
13000556,5000,1301,2216
13000556,5000,1135,2216
13030557,5000,1235,1301
13090533,5000,1301,2215
13200555,5000,1277,1555
13210555,5000,1555,2240
13230555,5000,1555,2243
13300815,5000,2326,2371
13320815,5000,2371,2378
13340815,5000,2227,2378
13380814,5000,2216,2218
13390814,5000,2216,2231
13450812,5000,2216,2328
13530713,5000,2215,2378
13640813,5000,2225,2378
13650713,5000,2226,2378
13680712,5000,2213,2378
13800822,5000,2343,2378
14110826,5000,2263,2373
14240713,5000,1612,2378
14240713,5000,2309,2378
14240713,5000,1612,2309
14290714,5000,1611,2309
14290714,5000,1601,2309
14290714,5000,1601,1611
14390711,5000,1620,1638
14390711,5000,1620,1979
14390711,5000,1620,1987
14390711,5000,1620,2412
14390711,5000,1638,1979
14390711,5000,1638,1987
14390711,5000,1638,2412
14390711,5000,1979,1987
14390711,5000,1979,2412
14390711,5000,1987,2412
14480712,5000,1674,2378
14510713,5000,1632,2269
14510713,5000,1632,2309
14510713,5000,2269,2309
14540714,5000,1639,2215
14560714,5000,2215,2412
14560714,5000,2215,2466
14560714,5000,2412,2466
14590825,5000,2309,2371
14590825,5000,2371,3280
14590825,5000,2309,3280
14600824,5000,2309,2360
14730823,5000,2306,2426
14730823,5000,2309,2426
14730823,5000,2306,2309
14750824,5000,2309,2364
14880823,5000,2302,2465
14900823,5000,2309,2465
14970816,5000,2328,4123
14970816,5000,2327,2328
14970816,5000,2327,4123
14980816,5000,2253,2328
15000817,5000,2250,2318
15000817,5000,2250,2328
15000817,5000,2318,2328
15100816,5000,2244,2250
15120816,5000,2244,2253
15120816,5000,2253,4123
15120816,5000,2244,4123
15130624,5000,1554,2244
15130624,5000,1554,2245
15130624,5000,2244,2245
15130624,5000,2244,2648
15130624,5000,2245,2648
15130624,5000,1554,2648
15170817,5000,2465,2658
15170817,5000,2245,2658
15170817,5000,2245,2465
15240927,5000,2648,2656
15250925,5000,2524,2648
15270924,5000,2524,2665
15710732,5000,1620,1971
15770734,5000,1620,2139
15850725,5000,1939,1994
15870725,5000,1835,1994
15950733,5000,1983,1994
15960723,5000,1964,1994
16250721,5000,1712,1994
16260721,5000,1993,1994
17000211,5000,225,265
17000211,5000,265,295
17000211,5000,225,295
17010211,5000,205,225
17020212,5000,207,225
17040211,5000,225,400
17060212,5000,367,3019
17060212,5000,400,3019
17060212,5000,367,400
17070212,5000,295,3019
17070212,5000,347,3019
17070212,5000,295,347
17120213,5000,225,249
17140215,5000,180,215
17140215,5000,215,225
17140215,5000,215,272
17140215,5000,225,272
17140215,5000,180,272
17140215,5000,180,225
17370215,5000,227,3019
17390223,5000,323,367
17400222,5000,301,367
17460225,5000,361,364
17470225,5000,361,365
17600551,5000,1104,1135
17640554,5000,1101,1266
17730555,5000,1269,1555
17750611,5000,1266,1555
17790926,5000,2524,2639
17820926,5000,2524,2674
17850921,5000,2535,2648
17890924,5000,2643,2665
18010924,5000,2632,2658
18060924,5000,2753,2958
18060924,5000,2535,2958
18060924,5000,2535,2753
18100921,5000,2601,2648
18110921,5000,2601,2604
18460933,5000,2535,2766
18460933,5000,2535,2860
18460933,5000,2766,2860
18630532,5000,1352,1439
18630532,5000,1352,1655
18630532,5000,1352,1620
18630532,5000,1439,1620
18630532,5000,1620,1655
18630532,5000,1439,1655
18800532,5000,1336,1352
18800532,5000,1336,2213
18800532,5000,1352,2213
18810533,5000,1301,2212
18810533,5000,1301,2328
18810533,5000,2212,2328
18870533,5000,1301,2211
18940532,5000,1352,1618
19520934,5000,2773,2821
19520934,5000,2773,2860
19520934,5000,2821,2860
19820724,5000,1796,1823
20100722,5000,1760,1761
20130723,5000,1718,1760
20420735,5000,1620,2022
20420735,5000,1620,3004
20420735,5000,2022,3004
20480725,5000,1861,1895
20480725,5000,1895,1994
20480725,5000,1861,1994
20510735,5000,1912,1994
20700111,5000,180,1011
20780125,5000,116,1011
20790114,5000,198,1011
20810113,5000,126,1011
20820125,5000,101,116
20830126,5000,116,226
20930112,5000,185,265
20930112,5000,185,1011
20930112,5000,265,1011
21010123,5000,126,174
21100911,5000,2501,2509
21200744,5000,2412,2469
21220744,5000,2412,2465
21270744,5000,2173,2412
21270744,5000,2173,3280
21270744,5000,2412,3280
21720815,5000,2328,2371
21870531,5000,1224,1319
21870531,5000,1224,1342
21870531,5000,1224,1440
21870531,5000,1319,1342
21870531,5000,1319,1440
21870531,5000,1342,1440
22010532,5000,1334,1339
22340934,5000,2777,2788
22440113,5000,2766,2959
23330122,5000,275,281
23490911,5000,2509,2518
23570711,5000,1657,1667
23570711,5000,1657,1697
23570711,5000,1667,1697
23860113,5000,1011,3101
24020225,5000,323,336
24170112,5000,185,197
24170112,5000,197,248
24170112,5000,185,248
24180225,5000,323,361
24190531,5000,1439,1442
24350531,5000,1439,1441
24380215,5000,180,3021
24560122,5000,265,282
24760744,5000,3007,3010
24810225,5000,361,367
24990624,5000,1555,2572
25020735,5000,1910,1994
25140735,5000,1620,1910
25180943,5000,2766,2956
25180943,5000,2766,2970
25180943,5000,2956,2970
25210914,5000,2522,2604
25430112,5000,197,4769
25430112,5000,197,4534
25430112,5000,4534,4769
25440222,5000,400,4525
25600122,5000,284,289
25630222,5000,400,4744
25640943,5000,2971,2976
25720112,5000,248,3103
47700914,5000,2545,2604
47810911,5000,2501,2506
52980001,5000,1417,1442
53040001,5000,2412,4748
53090001,5000,276,3130
53110001,5000,367,392
53110001,5000,367,471
53110001,5000,392,471
60350943,5000,2601,2958
80010913,5000,2562,2645
80140921,5000,2535,2688
80150311,5000,402,404
80150311,5000,402,4004
80150311,5000,404,4004
80150370,5000,225,267
80150370,5000,225,3107
80150370,5000,267,3107
80150393,5000,265,4148
80150397,5000,272,361
80150397,5000,272,3019
80150397,5000,361,3019
80150397,5000,249,361
80150397,5000,249,272
80150397,5000,249,3019
80150413,5000,303,310
80150413,5000,303,313
80150413,5000,310,313
80150473,5000,422,6007
80150483,5000,461,636
80150483,5000,636,4069
80150483,5000,461,4069
80150483,5000,636,934
80150483,5000,461,934
80150483,5000,934,4069
80150509,5000,751,1249
80150515,5000,814,1040
80150533,5000,1006,1555
80150537,5000,1011,1555
80150537,5000,1037,1555
80150537,5000,1011,1037
80150542,5000,1101,1272
80150542,5000,1272,1275
80150542,5000,1101,1275
80150542,5000,1269,1275
80150542,5000,1101,1269
80150542,5000,1269,1272
80150549,5000,1135,1203
80150599,5000,1325,1329
80150604,5000,1352,1360
80150615,5000,1442,1655
80150615,5000,1442,1697
80150615,5000,1442,1707
80150615,5000,1655,1697
80150615,5000,1655,1707
80150615,5000,1697,1707
80150620,5000,1511,1537
80150632,5000,1555,2227
80150663,5000,1611,2157
80150663,5000,1611,2412
80150663,5000,2157,2412
80150675,5000,1620,1697
80150675,5000,1620,2378
80150675,5000,1697,2378
80150679,5000,1620,2025
80150684,5000,1620,2155
80150766,5000,1986,2412
80150778,5000,2149,2165
80150783,5000,2157,2164
80150814,5000,1269,2245
80150814,5000,2244,2307
80150814,5000,2244,2245
80150814,5000,2245,2307
80150814,5000,1269,2307
80150814,5000,1269,2244
80150827,5000,2316,2318
80150879,5000,2535,2604
80150879,5000,2501,2604
80150879,5000,2501,2535
80150917,5000,2658,2731
80150974,5000,2815,2860
80150980,5000,2822,2860
80150994,5000,2903,2908
80151044,5000,2983,2989
80151050,5000,3010,3013
80151064,5000,3130,4562
80151064,5000,185,3130
80151064,5000,185,4562
80151131,5000,2566,3019
80151147,5000,2025,3006
80151147,5000,2025,4698
80151147,5000,3006,4698
80151220,5000,1027,1047
80151278,5000,3120,3130
80151479,5000,476,4691
80151486,5000,2866,4624
80151491,5000,2524,2525
80151493,5000,1561,4041
10031,6100,616,702
10031,6100,616,835
10031,6100,702,835
20042,6100,826,827
110011,6100,104,329
190025,6100,619,620
200042,6100,872,890
240051,6100,902,904
270051,6100,911,936
290021,6100,405,409
290021,6100,409,413
290021,6100,405,413
300021,6100,405,445
350043,6100,833,869
350043,6100,869,888
350043,6100,833,888
450024,6100,517,522
500025,6100,615,622
7740011,6100,203,301
7880015,6100,305,503
7930014,6100,304,503
7930014,6100,304,518
7930014,6100,503,518
8040012,6100,201,309
8180013,6100,503,835
8200013,6100,207,503
8260012,6100,201,216
8270012,6100,201,244
8330025,6100,626,835
8410025,6100,502,845
8530024,6100,507,604
8530024,6100,518,604
8530024,6100,507,518
8740022,6100,502,515
8850021,6100,405,408
8930022,6100,406,414
9360043,6100,829,830
9500031,6100,724,825
9500031,6100,825,891
9500031,6100,724,891
9530041,6100,825,850
9670041,6100,825,870
9750043,6100,830,834
9770043,6100,830,833
9890041,6100,824,826
9890041,6100,824,870
9890041,6100,826,870
10140014,6100,304,309
10140014,6100,309,310
10140014,6100,304,310
10310021,6100,401,405
10360016,6100,105,502
10360016,6100,502,503
10360016,6100,105,503
10370025,6100,606,835
10510001,6100,815,891
10580001,6100,228,503
10590001,6100,228,604
10590001,6100,228,619
10590001,6100,604,619
67630011,6100,114,301
67750043,6100,310,311
67750051,6100,405,407
67750068,6100,502,906
67750068,6100,518,906
67750068,6100,502,518
67750096,6100,812,891
67750100,6100,818,830
67750167,6100,228,519
10031,6200,212,302
10032,6200,218,316
20031,6200,216,302
20032,6200,218,308
40021,6200,220,221
40031,6200,210,302
50033,6200,601,603
60022,6200,210,225
60023,6200,214,221
90023,6200,201,216
110012,6200,108,111
110032,6200,316,402
120063,6200,612,613
130041,6200,405,438
140033,6200,601,607
160031,6200,216,310
160031,6200,310,655
160031,6200,216,655
170042,6200,314,437
200032,6200,304,311
7490011,6200,201,220
7540021,6200,102,210
7550021,6200,210,220
7570022,6200,212,220
7580021,6200,208,210
7600021,6200,208,221
7670023,6200,201,221
7690023,6200,201,210
7770031,6200,221,310
7790031,6200,221,309
7810031,6200,221,312
7820031,6200,212,312
7820031,6200,212,311
7820031,6200,311,312
7880032,6200,402,422
8000033,6200,311,508
8000033,6200,311,620
8000033,6200,508,620
8010033,6200,508,607
8010033,6200,508,626
8010033,6200,607,626
8020033,6200,508,521
8030033,6200,422,508
8070061,6200,521,523
8090061,6200,518,521
8210041,6200,310,523
8210041,6200,401,523
8210041,6200,310,401
8230041,6200,401,405
8240041,6200,401,406
8240041,6200,406,503
8240041,6200,401,503
8280042,6200,410,426
8330041,6200,426,437
8400051,6200,503,507
8430044,6200,401,430
8440013,6200,101,401
8470012,6200,101,132
8490012,6200,101,108
8620013,6200,102,426
8660013,6200,128,401
8670043,6200,416,419
8670043,6200,419,426
8670043,6200,416,426
8690043,6200,426,430
8940031,6200,221,443
9000521,6200,311,612
9020522,6200,612,626
9110214,6200,312,655
9990032,6200,553,606
10070083,6200,311,677
10090051,6200,503,638
12050001,6200,534,546
68870022,6200,202,219
80230054,6200,122,220
80230074,6200,304,313
80230090,6200,402,426
80230090,6200,301,426
80230090,6200,301,402
80230093,6200,406,426
80230093,6200,414,426
80230093,6200,406,414
80230100,6200,426,431
80230106,6200,510,675
50009,6300,505,507
140007,6300,222,223
150007,6300,203,214
150007,6300,214,222
150007,6300,203,222
150009,6300,504,512
200011,6300,621,622
400011,6300,622,627
7470007,6300,210,224
7490010,6300,210,622
7490010,6300,601,622
7490010,6300,210,601
7550011,6300,621,630
7860002,6300,109,110
7920003,6300,101,107
7960002,6300,101,301
8150009,6300,601,603
8370005,6300,201,308
8510002,6300,101,315
8620002,6300,101,402
47570011,6300,514,609
47570011,6300,609,630
47570011,6300,514,630
47810003,6300,101,406
47830003,6300,103,109
47830003,6300,103,406
47830003,6300,109,406
47840003,6300,103,133
47860028,6300,403,412
47860028,6300,403,514
47860028,6300,412,514
47860028,6300,406,412
47860028,6300,403,406
47860028,6300,406,514
47860042,6300,619,622
20008,6400,705,709
30008,6400,705,710
60005,6400,401,402
70008,6400,710,712
70008,6400,710,904
70008,6400,712,904
90002,6400,101,105
110002,6400,105,107
130008,6400,708,714
150009,6400,608,650
210006,6400,505,593
290009,6400,608,728
330005,6400,421,423
340005,6400,421,422
340005,6400,421,467
340005,6400,422,467
440004,6400,302,306
500004,6400,303,352
510007,6400,528,530
580006,6400,504,556
650021,6400,309,360
650021,6400,333,360
650021,6400,309,333
680004,6400,333,342
730005,6400,308,416
750010,6400,624,627
790007,6400,534,574
910007,6400,540,574
910007,6400,574,804
910007,6400,540,804
1080007,6400,542,811
1160007,6400,538,596
1170007,6400,538,547
1170007,6400,547,826
1170007,6400,538,826
7540004,6400,318,319
7540004,6400,318,353
7540004,6400,319,353
7820009,6400,609,620
8260002,6400,106,549
8270005,6400,406,549
8280022,6400,406,503
8330022,6400,309,406
8330022,6400,406,511
8330022,6400,309,511
8450005,6400,404,568
8530004,6400,303,309
8530004,6400,303,547
8530004,6400,309,547
8650024,6400,530,549
9570034,6400,534,826
9570034,6400,596,826
9570034,6400,534,596
9640033,6400,464,533
9640033,6400,464,826
9640033,6400,533,826
9690006,6400,502,506
9810033,6400,538,775
9820022,6400,309,416
10290021,6400,309,319
10330021,6400,311,334
10370001,6400,716,795
10380004,6400,303,423
10500172,6400,792,826
10500187,6400,546,672
10500315,6400,502,583
10500327,6400,584,596
10500351,6400,538,584
40006,6500,521,534
60007,6500,602,604
110007,6500,602,607
120007,6500,602,603
140008,6500,609,702
190007,6500,602,611
200008,6500,604,713
220009,6500,804,807
220009,6500,807,808
220009,6500,804,808
230008,6500,603,713
230008,6500,713,820
230008,6500,603,820
240007,6500,606,609
290007,6500,601,606
310007,6500,603,606
390004,6500,408,427
660008,6500,726,817
7760007,6500,611,701
7800007,6500,607,701
7810007,6500,604,701
7860004,6500,419,602
7860004,6500,422,602
7860004,6500,419,422
7900007,6500,309,604
7900007,6500,223,604
7900007,6500,223,309
7960002,6500,210,601
7990002,6500,211,609
8060002,6500,701,1005
8060002,6500,701,950
8060002,6500,950,1005
8250004,6500,299,419
8350001,6500,309,419
8360001,6500,517,636
8360001,6500,517,644
8360001,6500,636,644
8360004,6500,422,580
8950002,6500,738,820
8990004,6500,453,478
9000004,6500,650,665
9220009,6500,832,876
9240005,6500,434,522
9240005,6500,522,554
9240005,6500,434,554
9320004,6500,655,679
9400004,6500,298,299
9460009,6500,821,864
9470004,6500,665,679
9470004,6500,672,679
9470004,6500,665,672
9560002,6500,210,230
9600014,6500,233,419
9600014,6500,233,679
9600014,6500,419,679
9700004,6500,450,539
9700004,6500,422,539
9700004,6500,422,450
9790009,6500,802,911
9800053,6500,230,303
9800075,6500,244,601
9800130,6500,419,436
9800154,6500,435,436
9800154,6500,411,436
9800154,6500,411,435
9800218,6500,547,581
9800323,6500,727,820
9800323,6500,248,820
9800323,6500,248,727
9800364,6500,801,802
9800364,6500,801,927
9800364,6500,802,927
9800463,6500,959,971
9800508,6500,955,962
9800509,6500,547,1010
9800510,6500,296,310
10022,6600,321,322
20042,6600,531,534
20042,6600,531,554
20042,6600,534,554
30011,6600,112,113
30043,6600,620,632
40012,6600,110,119
40012,6600,110,129
40012,6600,119,129
40056,6600,914,917
60073,6600,827,947
80041,6600,601,639
90033,6600,401,419
100024,6600,333,343
100034,6600,505,515
100042,6600,531,536
110011,6600,113,116
110011,6600,113,132
110011,6600,116,132
130012,6600,117,118
140023,6600,350,359
150023,6600,313,359
180012,6600,117,204
180043,6600,625,632
190011,6600,106,107
210011,6600,106,109
220033,6600,413,714
260052,6600,304,761
330062,6600,807,814
7080032,6600,415,426
7550012,6600,101,110
7730041,6600,529,611
7750034,6600,529,601
7770034,6600,514,529
7810034,6600,426,505
7810034,6600,505,514
7810034,6600,505,637
7810034,6600,514,637
7810034,6600,426,637
7810034,6600,426,514
7810034,6600,505,6008
7810034,6600,426,6008
7810034,6600,514,6008
7810034,6600,637,6008
7970042,6600,525,703
7970042,6600,525,725
7970042,6600,703,725
7990042,6600,532,707
7990042,6600,707,725
7990042,6600,532,725
8000042,6600,709,725
8000042,6600,531,725
8000042,6600,531,709
8020042,6600,725,911
8020042,6600,529,911
8020042,6600,529,725
8080043,6600,632,725
8080043,6600,632,742
8080043,6600,725,742
8090043,6600,725,727
8090043,6600,634,727
8090043,6600,634,725
8110051,6600,743,911
8120051,6600,748,911
8130052,6600,304,911
8150051,6600,749,911
8150051,6600,749,930
8150051,6600,911,930
8230052,6600,711,712
8230052,6600,712,721
8230052,6600,711,721
8260053,6600,304,720
8270053,6600,304,702
8290053,6600,304,503
8320033,6600,706,714
8340033,6600,704,706
8360033,6600,706,708
8400034,6600,401,505
8400034,6600,505,724
8400034,6600,401,724
8430034,6600,401,509
8430034,6600,509,721
8430034,6600,401,721
8520031,6600,401,415
8570023,6600,304,415
8620054,6600,503,930
8640054,6600,702,901
8640054,6600,901,930
8640054,6600,702,930
8740056,6600,796,800
8740056,6600,800,901
8740056,6600,796,901
8800055,6600,910,918
8800055,6600,910,919
8800055,6600,918,919
8810055,6600,917,918
8810055,6600,905,918
8810055,6600,905,917
8960073,6600,941,944
8970074,6600,944,947
8970074,6600,822,947
8970074,6600,822,944
8990071,6600,942,944
9000071,6600,821,942
9040011,6600,111,316
9040011,6600,111,941
9040011,6600,316,941
9080022,6600,304,328
9140022,6600,304,320
9140022,6600,320,359
9140022,6600,304,359
9150022,6600,304,324
9150022,6600,319,324
9150022,6600,304,319
9240021,6600,316,328
9280021,6600,209,316
9280021,6600,316,317
9280021,6600,209,317
9350021,6600,218,316
9370021,6600,316,401
9370021,6600,316,645
9370021,6600,401,645
9450024,6600,406,408
9500024,6600,343,348
9520031,6600,401,403
9560031,6600,401,406
9580073,6600,827,942
9660011,6600,111,117
9670011,6600,111,289
9670011,6600,112,289
9670011,6600,111,112
9810034,6600,529,548
9810034,6600,529,613
9810034,6600,548,613
9930054,6600,930,969
9930054,6600,930,970
9930054,6600,969,970
9930054,6600,751,969
9930054,6600,751,970
9930054,6600,751,930
10120023,6600,324,941
10120023,6600,324,969
10120023,6600,941,969
10140055,6600,795,797
10140055,6600,797,800
10140055,6600,795,800
10160032,6600,416,645
10180074,6600,947,968
10200021,6600,316,944
10210112,6600,111,132
10230131,6600,304,944
10240123,6600,324,942
10240123,6600,942,983
10240123,6600,324,983
10300412,6600,415,875
10300412,6600,415,969
10300412,6600,875,969
10420054,6600,970,983
10420054,6600,983,986
10420054,6600,970,986
10470055,6600,794,795
10750011,6600,109,127
10800056,6600,546,901
10800056,6600,546,983
10800056,6600,901,983
10880056,6600,984,1026
10880056,6600,983,1026
10880056,6600,983,984
11100006,6600,111,113
11100007,6600,111,133
11100141,6600,529,741
11100141,6600,529,911
11100141,6600,741,911
11100173,6600,715,911
11100260,6600,324,990
11100283,6600,317,352
11100285,6600,970,1024
11100302,6600,317,327
110002,6700,207,235
190001,6700,102,103
190001,6700,103,111
190001,6700,102,111
240001,6700,110,111
540001,6700,121,125
7370001,6700,109,313
7370001,6700,109,318
7370001,6700,313,318
7370001,6700,275,318
7370001,6700,109,275
7370001,6700,275,313
7420001,6700,112,309
7540001,6700,124,201
7600002,6700,207,234
8060001,6700,313,457
8060001,6700,275,457
8060001,6700,275,313
8090006,6700,313,323
