kod,teur,SemelYeshuv
121,סמטת הסייפן,1068
122,סמטת הכלניות,1068
123,סמטת הרקפות,1068
124,סמטת העירית,1068
125,מורן,1068
6001,כיכר נוף החרמון,1068
6002,כיכר גן חמד,1068
6003,כיכר הפרחים,1068
6004,כיכר מעלה ההר,1068
9000,אדמית,1068
9000,רם-און,1069
9000,אביעזר,1070
9000,נווה מיכאל,1071
101,התמר,1072
102,הגפן,1072
103,הזית,1072
104,הרימון,1072
105,התאנה,1072
9000,גן הדרום,1072
7001,קלמניה,1076
9000,בית ברל,1076
9000,גבעת שפירא,1077
9000,צפרירים,1079
101,מרכז אזורי,1080
102,איריס,1080
103,ברקן,1080
104,הגפן,1080
105,הורד,1080
106,הרדוף,1080
107,חרצית,1080
108,נרקיס,1080
109,סייפן,1080
110,כלנית,1080
111,רקפת,1080
9000,מבועים,1080
101,הזית,1081
102,האלון,1081
103,התאנה,1081
104,הגפן,1081
105,הרימון,1081
9000,אבן מנחם,1081
101,החבצלת,1082
102,הנרקיס,1082
103,השיטה,1082
104,הערבה,1082
105,רקפת,1082
106,האירוס,1082
107,צבעוני,1082
108,משעול חרצית,1082
109,משעול כלנית,1082
110,משעול חצב,1082
111,משעול נורית,1082
112,הלילך,1082
113,יקינטון,1082
114,סביון,1082
115,סיגלית,1082
116,שחף,1082
117,דוכיפת,1082
118,דרור,1082
119,שלדג,1082
120,נחל הבשור,1082
121,נחל גרר,1082
122,נחל צאלים,1082
123,נחל צין,1082
124,נחל בקע,1082
125,נחל ערוגות,1082
126,נחל בוקק,1082
127,נחל שקמה,1082
128,נחל פארן,1082
129,נחל עובדת,1082
130,נחל פרסה,1082
131,רימון,1082
132,משעול צאלון,1082
133,אלון,1082
134,אשל,1082
135,גפן,1082
9000,מעגלים,1082
9000,תושיה,1083
9000,בן שמן (כפר נוער),1084
9000,כרם שלום,1085
9000,כרם ביבנה (ישיבה),1094
9000,כפר מימון,1095
101,שבעת המינים,1098
102,החיטה,1098
103,התאנה,1098
104,הגפן,1098
105,השעורה,1098
106,הרימון,1098
107,הזית,1098
108,התמר,1098
109,האתרוג,1098
110,המייסדים,1098
111,עציון,1098
112,לבונה,1098
113,רננים,1098
114,מגדים,1098
115,דגנים,1098
116,הדס,1098
117,ערבה,1098
118,לולב,1098
6500,אחוזת אתרוג,1098
9000,מרכז שפירא,1098
101,דרך האלמוג,1102
102,דרך הזיתים,1102
103,דרך הים,1102
104,סמ גלים,1102
105,סמ הצדף,1102
106,סמ השחף,1102
107,סמ כוכב הים,1102
108,סמ נר הלילה,1102
109,סמ שלדג,1102
110,החוף,1102
111,דרך השונית,1102
9000,צוקי ים,1102
101,האורן,1103
102,ההדרים,1103
103,הפרדס,1103
104,האתרוג,1103
105,סמטת האשכולית,1103
106,סמטת הלימון,1103
107,סמטת הפומלית,1103
108,התפוז,1103
9000,גני הדר,1103
101,הרימון,1104
102,דרך בית העלמין,1104
103,התאנה,1104
104,השקד,1104
105,הזית,1104
106,הגפן,1104
107,האלון,1104
108,ההדס,1104
109,התמר,1104
110,החרוב,1104
111,האלה,1104
112,השיטה,1104
113,הערבה,1104
114,הרותם,1104
115,הארזים,1104
116,השיקמה,1104
9000,פוריה - כפר עבודה,1104
101,מרכז קליטה,1105
102,הנוריות,1105
7001,"בי""ח פוריה",1105
9000,פוריה - נווה עובד,1105
101,דרך אלי ביטון,1108
102,דרך הגלבוע,1108
103,לוטם,1108
104,הדס,1108
105,שקד,1108
106,אלומות,1108
107,אלה,1108
108,גפן,1108
109,ארז,1108
110,אשל הירדן,1108
111,רקפת,1108
112,חצב,1108
113,סחלב,1108
114,סייפן,1108
115,נרקיס,1108
116,שושנים,1108
117,כלנית,1108
118,אירוסים,1108
119,נורית,1108
120,עירית,1108
121,חבצלת,1108
9000,אומן,1108
101,הגלבוע,1110
102,התבור,1110
103,הכרמל,1110
104,הדרור,1110
105,החוחית,1110
106,הצופית,1110
107,הינשוף,1110
108,המגלן,1110
109,העורב,1110
110,הדוכיפת,1110
111,הבז,1110
112,האנפה,1110
113,היונה,1110
114,הסיקסק,1110
9000,חבר,1110
101,המעגל,1112
102,המרכז,1112
103,המורה,1112
104,המצפה,1112
105,העלייה,1112
106,המפעל,1112
107,הר עצמון,1112
108,התל,1112
109,הבוסתן,1112
110,הפרחים,1112
111,הבאר,1112
112,בית העלמין,1112
113,האומנים,1112
114,משמרת מימין,1112
115,הפרסה,1112
116,הברושים,1112
117,הוורדים,1112
9000,יודפת,1112
101,נורית,1113
102,קטלב,1113
103,שקד,1113
104,כלנית,1113
105,סביון,1113
106,יסמין,1113
107,אלון,1113
108,רימון,1113
109,נרקיס,1113
110,מבוא הגפן,1113
111,מבוא החרוב,1113
112,מבוא תמר,1113
113,אלה,1113
114,אגס,1113
115,ערבה,1113
116,שיטה,1113
117,דפנה,1113
118,תות,1113
119,צבעוני,1113
120,רקפת,1113
121,עירית,1113
122,פרג,1113
123,ורד,1113
124,מבוא הדס,1113
125,רכסים,1113
126,דולב,1113
127,צפית,1113
128,שורק,1113
129,שלמון,1113
130,מור,1113
131,לבונה,1113
132,כרכום,1113
133,הקינמון,1113
134,בשמת,1113
135,נטפים,1113
136,קציעה,1113
137,מרווה,1113
138,קידה,1113
139,מבוא נרד,1113
140,שד הרי יהודה,1113
141,אפרסמון,1113
142,דרור,1113
143,מבוא חצב,1113
144,מבוא סיגלית,1113
145,לוטם,1113
146,דוכיפת,1113
147,יקינטון,1113
148,אשד,1113
149,טללים,1113
150,הר כתרון,1113
151,הזית,1113
152,תלתן,1113
153,דרך השמורה,1113
154,עגור,1113
155,נחליאלי,1113
156,אנפה,1113
157,ורדית,1113
158,סייפן,1113
159,סלעית,1113
160,חוגלה,1113
161,סנונית,1113
163,שלדג,1113
165,אגמית,1113
266,אגוז,1113
267,אורן,1113
268,ארז,1113
269,דקל,1113
270,יסעור,1113
271,כחל,1113
272,כליל החורש,1113
273,עפרוני,1113
274,קורנית,1113
275,שיקמה,1113
276,תאנה,1113
277,תור,1113
278,הרדוף,1113
6500,שכ הר כתרון,1113
9000,צור הדסה,1113
9000,שריגים (לי-און),1114
9000,אביבים,1115
9000,אדרת,1123
9000,נאות הכיכר,1124
9000,אלמגור,1125
9000,אילות,1126
101,דרך ההיאחזות,1127
102,דרך האירוסים,1127
103,דרך הזיתים,1127
104,דרך נוף הרים,1127
105,פרחי הבר,1127
106,הצבר,1127
107,הכורמים,1127
108,היוגבים,1127
109,הנוטעים,1127
110,שביל נוף העמק,1127
111,שביל אגדת דשא,1127
112,שביל סימני דרך,1127
113,שביל הגת,1127
114,חורשת האקליפטוס,1127
115,שביל האלה,1127
116,שביל יעלה ויבוא,1127
117,שביל עץ האלון,1127
118,שביל אל הדרך,1127
9000,מעלה גלבוע,1127
100,האגס,1128
101,האורן,1128
102,האלון,1128
103,הבוסתן,1128
104,ההיאחזות,1128
105,החורשה,1128
106,החצב,1128
107,הרקפות,1128
108,התורמוס,1128
109,פרחי בר,1128
110,המלאכה,1128
9000,מי עמי,1128
9000,גרופית,1129
101,דוכיפת,1130
102,פשוש,1130
103,סנונית,1130
104,צופית,1130
105,סלעית,1130
106,זמיר,1130
107,דרור,1130
9000,כפר רוזנואלד,1130
101,"בי""ס שדה חרמון",1132
102,דרך החרמון,1132
103,דרך הבניאס,1132
104,דרך המפל,1132
105,דרך הירדן,1132
106,דרך השיאון,1132
107,דרך הסער,1132
108,דרך הגולן,1132
109,דרך החצבני,1132
110,דרך המעיין,1132
111,דרך הדן,1132
112,דרך הדולב,1132
9000,שניר,1132
9000,ורדון,1133
101,צור ישראל,1134
102,שמש ומגן,1134
103,אבן הפינה,1134
104,הרועה הטוב,1134
105,נגה השחר,1134
106,אור העולם,1134
107,מגדל עוז,1134
108,מים חיים,1134
109,שר שלום,1134
110,עמנו אל,1134
111,סלע איתן,1134
9000,יד השמונה,1134
101,מרכז קליטה,1136
9000,צוחר,1136
101,יצחק,1137
102,גורדון,1137
103,אבינדב,1137
104,"הרי""ף",1137
105,"הגר""א",1137
106,הבעל שם טוב,1137
107,הרב בלוך,1137
108,אזנים לתורה,1137
109,מעלות קדושי טעלז,1137
110,נחלת יעקב,1137
111,מנחת שלמה,1137
113,מעלות דוד,1137
114,מעלות חיים,1137
115,משעול מנשה,1137
116,מעלה יוסף,1137
117,"רש""י",1137
118,בית יוסף,1137
119,חפץ חיים,1137
120,התמר,1137
121,הזית,1137
122,הרימון,1137
123,ירושלים,1137
124,משעול דוד,1137
125,יעקב,1137
126,הדגן,1137
127,הגפן,1137
128,התאנה,1137
129,"דרך הרמב""ם",1137
6500,נוף יערים,1137
6501,דרך אברהם,1137
6502,שכ נחלת יעקב,1137
6503,שכ מבואות הבירה,1137
6504,שכ אחוזת יערים,1137
6505,נווה אליעזר,1137
9000,קרית יערים,1137
101,נחל חילזון,1138
102,נוף יבור,1138
103,רוח ים,1138
104,רוח מזרחית,1138
105,אלת המסטיק,1138
106,המייסדים,1138
107,תריסר ברושים,1138
108,מלא כרימון,1138
109,ראש זית,1138
110,קו הרכס,1138
111,שירת הנוער,1138
9000,יעד,1138
101,אשטרום,1140
102,מרכז מיטרני,1140
103,משעול חצב,1140
104,עין שרב,1140
105,עין זיק,1140
106,עין שביב,1140
107,תנשמת,1140
108,לילית,1140
109,אוח,1140
110,ינשוף,1140
111,שעיר,1140
112,מדברון,1140
113,סלעית,1140
114,גדרון,1140
115,זנבן,1140
116,אגי,1140
117,ורדית,1140
118,אפרוח,1140
119,גוזל,1140
120,עפרוני,1140
121,צופית,1140
122,חוברה,1140
123,נחל שועלים,1140
124,חוד עקב,1140
125,רמת דבשון,1140
126,הרי אדום,1140
127,הר צרור,1140
128,יהושע כהן,1140
129,מיכאל גל,1140
130,תרצה אתר,1140
131,רחל המשוררת,1140
132,יהודה עמיחי,1140
133,ע. הלל,1140
134,נחל חוארים,1140
135,נחל חצץ,1140
136,נחל הרועה,1140
137,נחל תלול,1140
138,נחל צפית,1140
139,נחל נוקד,1140
140,נחל קרקש,1140
141,נחל דרוך,1140
142,שדה צין,1140
143,מצוק הצינים,1140
144,הנבטים,1140
145,עין אורחות,1140
146,האוניברסיטה,1140
147,הר אבנון,1140
148,הבשמים,1140
149,השבלולים,1140
150,רכס חלוקים,1140
151,עין מור,1140
152,לאה גולדברג,1140
6500,נווה צין,1140
7001,חוות קורנמל,1140
7002,חוות דעת,1140
7003,חוות אורליה,1140
7004,חוות כרמי עבדת,1140
9000,מדרשת בן גוריון,1140
9000,מבוא מודיעים,1141
9000,נס עמים,1143
9000,ידידה,1144
101,חזון יחזקאל,1145
9000,אלומה,1145
9000,עלומים,1146
101,הזית,1147
102,התאנה,1147
103,התמר,1147
104,הגפן,1147
105,הרימון,1147
106,שבעת המינים,1147
107,השקד,1147
9000,נטועה,1147
110,דרך השקד,1148
111,מבוא האלון,1148
112,מבוא האלה,1148
113,מבוא האתרוג,1148
114,מבוא הגפן,1148
115,מבוא הדס,1148
116,מבוא החרוב,1148
117,מבוא הערבה,1148
118,מבוא הרימון,1148
119,מבוא הרותם,1148
120,מבוא התאנה,1148
121,מבוא האשל,1148
122,מבוא הזית,1148
123,מבוא הפיקוס,1148
124,מבוא הצפצפה,1148
125,משעול דרור,1148
126,משעול דוכיפת,1148
9000,צור נתן,1148
101,הלילך,1149
102,הורד,1149
103,הנרקיס,1149
104,הכלנית,1149
105,דוכיפת,1149
106,הפרג,1149
107,הצבעוני,1149
108,הדקל,1149
109,הזית,1149
110,האורן,1149
111,האלה,1149
112,האלון,1149
113,הברוש,1149
114,דרור,1149
115,החוחית,1149
116,הפשוש,1149
117,סנונית,1149
118,שחף,1149
119,אנפה,1149
9000,עזר,1149
9000,צופר,1150
101,ברק,1151
102,ורדית,1151
103,ערבה,1151
104,עשת,1151
105,ציחור,1151
106,רעים,1151
9000,פארן,1151
7001,חוות השחפים,1152
9000,אשלים,1152
6500,כישורית,1153
9000,כישור,1153
9000,מיטל,1154
100,זית,1155
101,תאנה,1155
102,חרוב,1155
103,רימון,1155
104,אורן,1155
105,אשל,1155
106,דקל,1155
107,ברוש,1155
108,שקד,1155
109,אלה,1155
110,אלון,1155
111,ארז,1155
112,אגוז,1155
113,צאלון,1155
9000,מגן שאול,1155
9000,סמר,1156
101,חיטה,1157
102,שעורה,1157
103,זית,1157
104,רימון,1157
105,תמר,1157
106,הגפן,1157
6500,נאות אחווה,1157
9000,אחווה,1157
101,בית ראשון במולדת,1158
9000,יהל,1158
9000,שכניה,1160
101,הכרם,1162
102,גינת האגוז,1162
103,הגפן,1162
104,פלח הרימון,1162
105,פרדס רימונים,1162
106,מעיין גנים,1162
107,התאנה,1162
108,התפוח,1162
109,עת הזמיר,1162
110,חוט השני,1162
111,ערוגות הבושם,1162
112,שושנת העמקים,1162
113,הדודאים,1162
114,ארגמן,1162
115,חרמון,1162
116,כרמל,1162
117,גלעד,1162
118,שניר,1162
9000,בית רימון,1162
101,גפן,1163
102,תמר,1163
103,אלה,1163
104,אלון,1163
105,רימון,1163
106,זית,1163
107,תאנה,1163
159,אלקלעה,1163
9000,מורן,1163
101,אלה,1165
102,אלון,1165
103,ברוש,1165
104,גפן,1165
105,דרך האורנים,1165
106,דרך הזית,1165
107,דרך החרוב,1165
108,סמ הערבה,1165
109,רותם,1165
110,רימון,1165
111,שקד,1165
112,תאנה,1165
113,חצב,1165
114,יסמין,1165
115,אירוס,1165
116,ורד,1165
117,חרצית,1165
118,רקפת,1165
119,נורית,1165
120,דרך החשמונאים,1165
125,דרך המכבים,1165
130,דרך החממות,1165
6500,פארק תעשיות ומסחר,1165
9000,שילת,1165
9000,כפר רות,1166
101,התמר,1167
102,השקד,1167
103,הדקל,1167
104,הזית,1167
105,הגפן,1167
106,התאנה,1167
107,המגדל,1167
108,הברוש,1167
109,האורן,1167
110,האלון,1167
111,האגס,1167
112,האגוז,1167
113,הרימון,1167
114,החרוב,1167
115,השזיף,1167
116,מלון דן קיסריה,1167
117,מלון סמדר,1167
118,הכרמל,1167
119,קיסריה וילות,1167
120,לימון,1167
121,ספיר,1167
122,אודם,1167
123,ברקת,1167
124,טופז,1167
125,הדר,1167
126,האתרוג,1167
127,הורדים,1167
128,הכלניות,1167
129,איריס,1167
130,נרקיס,1167
131,חבצלת,1167
132,רקפת,1167
133,שוהם,1167
134,אשכולית,1167
135,פומלו,1167
136,מנדרינה,1167
137,תפוז,1167
138,כיכר הצמרות,1167
139,השחר,1167
140,אלמוג,1167
141,השחף,1167
142,מבוא חמה,1167
143,דרך פל-ים,1167
144,דרך קיסריה,1167
145,לשם,1167
146,יהלום,1167
147,תרשיש,1167
148,רעם,1167
149,נגה,1167
150,קיסרית,1167
151,הגשם,1167
152,הזוהר,1167
153,הכוכבים,1167
154,שביט,1167
155,השמש,1167
156,אור,1167
157,הרקיע,1167
158,הלבנה,1167
159,השמים,1167
160,מאדים,1167
161,אדוה,1167
162,דוגית,1167
163,ליבנה,1167
164,הדולב,1167
165,הרדוף,1167
166,סנפיר,1167
167,עגור,1167
168,השונית,1167
169,הנקר,1167
170,חוף הזהב,1167
171,סלעית,1167
172,צופית,1167
173,דוכיפת,1167
174,דרור,1167
175,התור,1167
176,בז,1167
177,כנרית,1167
178,ענבר,1167
179,עפרוני,1167
180,זמיר,1167
181,סנונית,1167
182,הנץ,1167
183,נשר,1167
184,עיט,1167
185,שלדג,1167
186,שד רוטשילד,1167
187,אקוודוקט,1167
188,שבתאי,1167
189,אביב,1167
190,סמ הליבנה,1167
191,סמ הדולב,1167
192,מבוא הצאלון,1167
195,ארבע העונות,1167
196,סתיו,1167
197,קיץ,1167
199,חורף,1167
200,ברק,1167
201,האשל,1167
202,אלון התבור,1167
203,הרדוף הנחלים,1167
204,אלת המסטיק,1167
205,השיטה,1167
206,נר הלילה,1167
207,ידיד החולות,1167
208,רותם המדבר,1167
209,חבצלת החוף,1167
210,הטוחן,1167
211,סנונית-פארק התעשייה,1167
212,אודם-פארק התעשייה,1167
213,ברקת-פארק התעשייה,1167
214,יהלום-פארק התעשייה,1167
215,ספיר-פארק התעשייה,1167
216,שוהם-פארק התעשייה,1167
217,לשם-פארק התעשייה,1167
218,תרשיש-פארק התעשייה,1167
221,ערה,1167
222,שחם,1167
223,גרניט,1167
224,הכורם,1167
225,החרש,1167
226,הרוקם,1167
227,הנופר,1167
228,האורג,1167
229,חלמיש,1167
230,בזלת,1167
231,משמרות,1167
232,ברקן,1167
240,טל,1167
241,גיא,1167
250,דרך הים,1167
251,גל,1167
252,הצדף,1167
253,הדיונה,1167
254,השמורה,1167
255,חולית,1167
6500,שכ הצמרות,1167
6501,שכ הים,1167
6502,שכ הציפורים,1167
6503,שכ החורש,1167
6504,שכ הביכורים,1167
6505,שכ העדי,1167
6506,שכ אבני חן,1167
6507,שכ החוף,1167
6508,שכ הרקיע,1167
6509,שכ הפרחים,1167
6510,שכ ההדרים,1167
6511,שכ המעוף,1167
6512,נאות גולף,1167
6513,גני קיסריה,1167
6514,רמות קיסריה,1167
6515,שכונה בטבע,1167
6520,פארק התעשייה,1167
7001,קיסריה העתיקה,1167
9000,קיסריה,1167
101,אלון,1171
102,כליל,1171
103,זית,1171
104,חרוב,1171
105,אלה,1171
106,ברוש,1171
107,אורן,1171
108,סביונים,1171
109,נרקיסים,1171
9000,לוטם,1171
101,דרך האורנים,1172
102,דרך הברושים,1172
103,דרך הרוח,1172
104,דרך הרימונים,1172
105,דרך לנוף,1172
106,משעול הרפתות,1172
107,האגוז,1172
108,האלונים,1172
109,הגפן,1172
110,החצבים,1172
111,הכליל,1172
112,הקידה,1172
113,שביל האלה,1172
114,שביל הבוסתן,1172
115,שביל החרוב,1172
116,שביל העוזרר,1172
117,שביל השזיף,1172
118,שביל השקד,1172
119,שדרת התאנים,1172
9000,תובל,1172
101,הרותם,1173
102,האלה,1173
103,האורן,1173
104,הזית,1173
105,התומר,1173
9000,לפידות,1173
9000,מנוף,1174
9000,עידן,1175
101,גבים,1176
102,נקרות,1176
103,הר ארחות,1176
104,הר שחורת,1176
105,הר נטפים,1176
106,הר רמון,1176
107,הר כרכום,1176
108,צין,1176
109,הר שגיא,1176
110,אשבורן,1176
111,שלהב,1176
112,עין רחל,1176
113,קצרה,1176
114,עומר,1176
9000,ספיר,1176
101,מרכז קליטה,1177
7001,חוות מתנת מדבר,1177
7002,חוות זוהר המדבר,1177
9000,טללים,1177
101,ירושלים,1178
102,השילוח,1178
103,יפה נוף,1178
104,אריאל,1178
105,ציון,1178
106,מוריה,1178
107,בית אל,1178
108,לבונה,1178
109,משעול הראל,1178
110,כרמל,1178
111,הר הלבנון,1178
112,דביר,1178
113,נוה שאנן,1178
114,תלפיות,1178
115,שלם,1178
116,רחביה,1178
117,עיר דוד,1178
9000,מורשת,1178
101,מעלה קורנית,1179
102,הירדן,1179
103,שניר,1179
104,מורן,1179
105,יראון,1179
106,צבעון,1179
107,חרמון,1179
108,דן,1179
109,מירון,1179
110,דישון,1179
111,ארבל,1179
112,תבור,1179
113,הים,1179
114,שרך,1179
115,בצת,1179
116,כזיב,1179
117,געתון,1179
118,חילזון,1179
119,נעמן,1179
120,יצהר,1179
121,שעל,1179
122,ציפורי,1179
9000,קורנית,1179
101,השחר,1180
102,דרך הקשת,1180
103,האלה,1180
104,השקד,1180
105,הכליל,1180
106,האלון,1180
107,הטל,1180
9000,צביה,1180
101,הרימון,1181
102,החרוב,1181
103,האורן,1181
104,הגפן,1181
105,הדס,1181
106,הברוש,1181
107,הזית,1181
108,הדקל,1181
109,מורן,1181
110,התאנה,1181
111,האילן,1181
112,החצב,1181
113,כליל החורש,1181
114,אלון,1181
115,אלה,1181
9000,טל-אל,1181
101,דרך הרקפות,1182
102,החקלאים,1182
103,המוביל,1182
104,החורש,1182
105,הגת,1182
106,האלונים,1182
107,השלף,1182
108,החצבים,1182
109,הנחל,1182
9000,אלון הגליל,1182
9000,כליל,1183
101,דרך הבוסתנים,1184
102,אל ההר,1184
103,הקטלב,1184
104,הזיתים,1184
105,הפסגה,1184
9000,מתת,1184
9000,פלך,1185
101,בדולח,1186
102,גן-אור,1186
103,גדיד,1186
104,גני טל,1186
105,מורג,1186
106,שירת הים,1186
107,פאת השדה,1186
108,קטיף,1186
109,דוגית,1186
110,כפר דרום,1186
111,נצר חזני,1186
112,נצרים,1186
9000,הושעיה,1186
9000,אשחר,1188
101,הדס,1190
102,רותם,1190
103,כליל החורש,1190
104,ערבה,1190
105,מורן,1190
106,שקד,1190
107,דולב,1190
108,אלה,1190
109,שיזף,1190
110,אורן,1190
111,זית,1190
112,אשחר,1190
113,רימון,1190
114,ארז,1190
115,תמר,1190
116,תאנה,1190
117,ליבנה,1190
9000,מצפה נטופה,1190
9000,בר יוחאי,1191
101,מרכז קליטה,1195
9000,ניצנה (קהילת חינוך),1195
9000,מחנה יתיר,1196
9000,נאות סמדר,1197
101,מרכז קליטה,1198
9000,כרמים,1198
101,הגומא,1199
102,הדקל,1199
103,השקד,1199
104,החרוב,1199
105,הברוש,1199
106,הדס,1199
107,תמר,1199
108,יהלום,1199
109,ספיר,1199
110,הזית,1199
111,טופז,1199
112,אודם,1199
113,ברקת,1199
114,שנהב,1199
115,מרגלית,1199
116,הורד,1199
117,גפן,1199
118,אלון,1199
119,אלה,1199
9000,עדי,1199
101,פרשת מים,1201
102,כרמי זיתים,1201
103,נוף ים,1201
104,המרעה,1201
105,החורש,1201
106,הגבעה הצפונית,1201
107,הזריחה,1201
108,המצפור,1201
109,המצוק,1201
110,מגדל המים,1201
111,הראשונים,1201
112,שעון השמש,1201
113,הגת,1201
9000,כמון,1201
101,זמר עברי,1202
102,שלישיית גשר הירקון,1202
103,להקת תמוז,1202
104,איפה הילד,1202
105,להקת תיסלם,1202
106,להקת כוורת,1202
107,להקת הנחל,1202
108,להקת משינה,1202
109,להקת צלילי הכרם,1202
110,הדודאים,1202
111,התרנגולים,1202
112,הגבעטרון,1202
113,שביל אבו בלאל,1202
114,שביל התעשייה,1202
115,הלהקה הבאה,1202
9000,מכמנים,1202
101,יחד,1203
102,נטופה,1203
103,הארבל,1203
104,רכס מירון,1203
105,סמטת הים,1203
106,סמטת החרמון,1203
107,דוכיפת,1203
108,יונק הדבש,1203
109,עגורים,1203
110,שחף,1203
111,דרור,1203
112,צופית,1203
113,כנרת,1203
114,המוביל,1203
115,כרמל,1203
9000,הררית,1203
101,לשם,1204
102,ברקת,1204
103,אודם,1204
104,טופז,1204
105,ענבר,1204
106,שוהם,1204
107,ספיר,1204
108,שנהב,1204
109,גזית,1204
110,אופיר,1204
111,תרשיש,1204
112,בזלת,1204
113,יהלום,1204
114,אלמוג,1204
115,גרניט,1204
116,שחם,1204
117,מצפה,1204
9000,גילון,1204
101,שהם,1205
102,תרשיש,1205
103,ברקת,1205
104,ספיר,1205
105,נופך,1205
106,יהלום,1205
107,אודם,1205
108,סמטת אחלמה,1205
109,סמטת לשם,1205
6001,כיכר אבני החושן,1205
6002,כיכר בזלת,1205
9000,מנות,1205
9000,גיתה,1206
101,שוהם,1207
102,לשם,1207
103,גביש,1207
104,ענבר,1207
105,ברקת,1207
106,הפנינה,1207
107,אלמוג,1207
108,אודם,1207
109,טופז,1207
110,ספיר,1207
111,שחם,1207
112,בזלת,1207
113,חושן,1207
114,טורקיז,1207
115,יהלום,1207
116,סמטת המים,1207
117,צדף,1207
118,קורל,1207
9000,לבון,1207
101,אלה,1208
102,ברוש,1208
103,גפן,1208
104,גומא,1208
105,דולב,1208
106,מעלה ההר,1208
9000,הילה,1208
101,כליל החורש,1209
102,הדולינה,1209
103,הקטלב,1209
104,הטאבון,1209
105,הענן,1209
106,הסלמנדרה,1209
107,שביל הגנים,1209
9000,חרשים,1209
101,כינרת,1210
102,ארבל,1210
103,אלון,1210
104,אלה,1210
105,שקד,1210
106,זית,1210
107,הר-כור,1210
108,ירדן,1210
9000,כחל,1210
9000,קדרים,1211
9000,עמוקה,1212
9000,צבעון,1213
9000,טפחות,1214
101,התאנה,1219
102,הגפן,1219
103,התמר,1219
104,הזית,1219
105,הרימון,1219
9000,גורנות הגליל,1219
101,דרור,1220
102,דוכיפת,1220
103,צופית,1220
104,שחרור,1220
105,נחליאלי,1220
106,עורבני,1220
107,עפרוני,1220
108,גדרון,1220
109,סנונית,1220
110,ינשוף,1220
111,שביל המכשפות,1220
112,שביל הפיות,1220
9000,אבירים,1220
101,האלון,1221
102,הזית,1221
104,הרימון,1221
105,הברוש,1221
106,הסחלב,1221
107,האלה,1221
108,הערבה,1221
109,הארז,1221
110,השיטה,1221
111,הצלף,1221
112,הכלנית,1221
113,התמר,1221
114,התאנה,1221
115,השקד,1221
116,החרוב,1221
117,הדובדבן,1221
118,הדקל,1221
9000,צורית,1221
9000,"מצפה אבי""ב",1222
101,תאנה,1223
102,גפן,1223
103,זית,1223
104,רימון,1223
9000,שדי אברהם,1223
9000,רביד,1225
101,נחל הארי,1226
102,נחל הוד,1226
103,נחל דן,1226
104,נחל געתון,1226
105,נחל ברקן,1226
106,מעין היצירה,1226
107,מעיינות,1226
108,נחל אורן,1226
109,עין ורדית,1226
110,נחל זויתן,1226
111,נחלים,1226
112,נחל בצת,1226
113,שביל איריס,1226
114,שביל אלה,1226
115,שביל אלון,1226
116,שביל ארז,1226
117,שביל ברוש,1226
118,שביל גביעונית,1226
119,שביל גדילן,1226
120,שביל גומא,1226
121,שביל גפן,1226
122,שביל הדס,1226
123,שביל הרדוף,1226
124,שביל ורד,1226
125,שביל זית,1226
126,חורשת טל,1226
127,שביל חרוב,1226
128,שביל גפנית,1226
129,שביל אדמונית,1226
130,רח 1,1226
131,רח 2,1226
9000,יובלים,1226
101,ארזים,1227
102,הדסים,1227
103,שיטה,1227
9000,יתד,1227
101,דולב,1228
102,תמר,1228
103,רימון,1228
104,אלה,1228
105,שקד,1228
106,כליל החורש,1228
107,אלון,1228
108,דקל,1228
109,שיזף,1228
110,אגוז,1228
111,תאנה,1228
112,ארז,1228
113,זית,1228
114,חרוב,1228
115,שקמה,1228
116,ליבנה,1228
117,ערבה,1228
118,תות,1228
119,אורן,1228
9000,רקפת,1228
9000,כלנית,1229
9000,לבנים,1230
101,הדקל,1231
102,התאנה,1231
103,הגפן,1231
9000,פרי גן,1231
9000,יבול,1232
101,הגפן,1233
102,אשכול,1233
103,עינב,1233
104,שריג,1233
105,תירוש,1233
106,זמורה,1233
107,הכרם,1233
108,סמדר,1233
9000,שקף,1233
9000,שורשים,1235
101,הכרמל,1236
102,החרמון,1236
103,התבור,1236
104,מירון,1236
105,הגליל,1236
106,מוריה,1236
107,גולן,1236
108,גלעד,1236
109,שניר,1236
110,גלבוע,1236
115,הלל,1236
116,שחר,1236
6500,שכ נוף השרון,1236
9000,נירית,1236
9000,תלמי יוסף,1237
9000,סופה,1238
9000,חולית,1239
101,דקלה,1240
102,ימית,1240
103,מבוא סיני,1240
104,שדות,1240
105,אוגדה,1240
106,זהרון,1240
107,חרובית,1240
108,נביעות,1240
109,פריאל,1240
9000,עין הבשור,1240
101,אורן,1241
102,אלה,1241
103,אשל,1241
104,תמר,1241
6500,ש קרוונים,1241
9000,דקל,1241
9000,נתיב העשרה,1242
101,האלון,1244
102,הלבנה,1244
103,האורן,1244
104,האלה,1244
105,החרוב,1244
106,הברוש,1244
107,הזית,1244
108,השיטה,1244
109,האיריס,1244
110,מורן,1244
111,הדס,1244
112,קידה,1244
113,הלוטם,1244
114,הסירה,1244
115,יערה,1244
116,תדהר,1244
117,הגפן,1244
118,רקפת,1244
119,התמר,1244
120,הרימון,1244
121,יקינטון,1244
122,התאנה,1244
9000,תמרת,1244
102,הגולן,1247
103,אלון,1247
106,רימון,1247
107,גפן,1247
110,גמלא,1247
111,אורן,1247
114,תמנע,1247
116,אדום,1247
