zomet,ishuv,rehov1,rehov2
290001,3570,108,113
28820018,3570,122,124
28820067,3570,108,116
130099,3616,141,237
10001,3730,303,304
20003,3730,101,104
20003,3730,101,204
20003,3730,104,204
20051,3730,303,306
40001,3750,107,159
40013,3750,107,157
10011,3780,107,115
10026,3780,204,205
10026,3780,205,227
10026,3780,204,227
10027,3780,204,206
10433,4000,726,778
20121,4000,163,185
20233,4000,416,417
20311,4000,445,506
20323,4000,566,690
20323,4000,566,592
20323,4000,592,690
20422,4000,625,651
20423,4000,590,679
30111,4000,110,239
50121,4000,164,215
50311,4000,501,502
50311,4000,502,506
50311,4000,501,506
60121,4000,163,215
60522,4000,895,896
60525,4000,858,865
60528,4000,308,856
70321,4000,553,907
80525,4000,847,863
90233,4000,415,418
100433,4000,733,741
100433,4000,733,961
100433,4000,741,961
110412,4000,601,771
110412,4000,604,771
110412,4000,601,604
130621,4000,1038,1041
140312,4000,509,510
140422,4000,625,642
140431,4000,635,721
160131,4000,199,210
160412,4000,601,605
170131,4000,205,210
170131,4000,210,6501
170131,4000,205,6501
180131,4000,203,210
180233,4000,399,512
180525,4000,856,858
180622,4000,795,1059
180622,4000,795,1041
180622,4000,1041,1059
190623,4000,1031,1057
210132,4000,1015,1099
210411,4000,601,622
210433,4000,726,738
230112,4000,127,232
230425,4000,690,704
240424,4000,651,685
250224,4000,348,370
250224,4000,348,1085
250224,4000,370,1085
250623,4000,1031,1048
250623,4000,1031,1051
250623,4000,1048,1051
250623,4000,1035,1048
250623,4000,1031,1035
250623,4000,1035,1051
260515,4000,915,917
260623,4000,1033,1048
270425,4000,688,690
270526,4000,859,880
280121,4000,163,170
280423,4000,671,675
290121,4000,160,170
290623,4000,1033,1047
300112,4000,110,129
300112,4000,129,242
300112,4000,110,265
300112,4000,110,242
300112,4000,242,265
300112,4000,129,265
340131,4000,195,199
470122,4000,169,200
470131,4000,195,212
470131,4000,195,288
470131,4000,212,288
7480315,4000,526,535
7650222,4000,348,354
7650222,4000,354,425
7650222,4000,348,425
7740223,4000,354,355
7760223,4000,355,512
7760223,4000,355,389
7760223,4000,389,512
7780224,4000,360,512
7780224,4000,337,360
7780224,4000,337,512
7910213,4000,1022,1090
8050132,4000,309,323
8120132,4000,303,345
8120132,4000,303,6003
8120132,4000,303,1012
8120132,4000,1012,6003
8120132,4000,345,6003
8120132,4000,345,1012
8160211,4000,303,1004
8250211,4000,304,311
8420525,4000,859,864
8430525,4000,825,856
8430525,4000,825,864
8430525,4000,856,864
8490521,4000,823,930
8490521,4000,898,930
8490521,4000,823,898
8690515,4000,918,922
8820421,4000,628,954
8820421,4000,628,780
8820421,4000,628,643
8820421,4000,628,634
8820421,4000,634,643
8820421,4000,634,780
8820421,4000,634,954
8820421,4000,643,780
8820421,4000,780,954
8820421,4000,643,954
8830422,4000,625,634
8890422,4000,648,649
8910422,4000,644,649
8910422,4000,644,650
8910422,4000,644,684
8910422,4000,650,684
8910422,4000,649,684
8910422,4000,649,650
9000422,4000,635,658
9000422,4000,658,690
9000422,4000,635,690
9020422,4000,635,641
9030425,4000,635,718
9210322,4000,554,1161
9510433,4000,811,812
9520433,4000,811,900
9790431,4000,635,813
9940527,4000,308,944
9950527,4000,311,944
9970526,4000,856,881
9990526,4000,881,882
10100515,4000,905,919
10170513,4000,825,834
10170513,4000,825,901
10170513,4000,834,901
10190522,4000,825,955
10210522,4000,825,896
10260523,4000,845,853
10490233,4000,409,413
10630313,4000,446,505
10630313,4000,505,512
10630313,4000,446,512
10650233,4000,421,512
10710223,4000,354,415
10720223,4000,354,399
10780233,4000,409,512
10800223,4000,357,512
10800223,4000,357,811
10800223,4000,512,811
10820231,4000,386,811
10910232,4000,394,402
10910232,4000,394,403
10910232,4000,402,403
10970231,4000,386,394
11130322,4000,554,556
11130322,4000,554,732
11130322,4000,556,732
11140322,4000,554,731
11150322,4000,554,557
11150322,4000,557,786
11150322,4000,554,786
11160322,4000,554,748
11170322,4000,554,555
11330612,4000,1012,1074
11330612,4000,1012,1090
11330612,4000,1074,1090
11670122,4000,195,215
12240121,4000,185,195
12360112,4000,199,242
12470111,4000,111,116
13210524,4000,403,845
13210524,4000,403,856
13210524,4000,845,856
13220515,4000,912,958
13220515,4000,915,958
13220515,4000,912,915
14080411,4000,625,6022
14080411,4000,625,627
14080411,4000,625,628
14080411,4000,625,626
14080411,4000,626,627
14080411,4000,627,628
14080411,4000,628,6022
14080411,4000,627,6022
14080411,4000,626,6022
14080411,4000,626,628
14180411,4000,621,772
14220421,4000,662,1084
14280621,4000,1031,1035
14280621,4000,1035,1036
14280621,4000,1031,1044
14280621,4000,1031,1036
14280621,4000,1036,1044
14280621,4000,1035,1044
14410623,4000,1045,1046
14450616,4000,1022,1026
14600314,4000,522,1161
14620222,4000,354,505
14620222,4000,354,1161
14620222,4000,354,537
14620222,4000,505,537
14620222,4000,505,1161
14620222,4000,537,1161
14710412,4000,602,773
14710412,4000,773,1068
14710412,4000,602,1068
14730412,4000,602,768
14740412,4000,483,602
14740412,4000,483,795
14740412,4000,602,795
14850411,4000,601,613
14850411,4000,601,621
14850411,4000,613,621
14860411,4000,601,614
15030132,4000,191,195
15450617,4000,1090,1097
16460323,4000,592,1161
16460323,4000,1142,1161
16460323,4000,592,1142
16500131,4000,162,215
16510424,4000,981,988
16720212,4000,194,269
16730517,4000,621,1168
16740131,4000,195,268
16850323,4000,974,1161
16870323,4000,559,592
16870323,4000,559,986
16870323,4000,592,986
16900623,4000,811,850
16910623,4000,1099,1116
16960411,4000,492,614
16960411,4000,492,1450
16960411,4000,492,975
16960411,4000,614,1450
16960411,4000,975,1450
16960411,4000,614,975
16970213,4000,195,281
17020616,4000,1084,1091
17050412,4000,621,1206
17100616,4000,1012,1080
17120112,4000,116,234
17250311,4000,360,505
17340323,4000,592,988
17560131,4000,210,261
17810213,4000,444,1156
17810213,4000,348,444
17810213,4000,348,1156
17850952,4000,288,367
17890323,4000,459,460
17930221,4000,223,226
17980412,4000,795,1391
18000322,4000,197,270
18000322,4000,197,294
18000322,4000,270,294
18160001,4000,195,274
18200001,4000,195,224
18210001,4000,367,377
18380035,4000,129,228
18380039,4000,129,264
18380044,4000,132,263
18380108,4000,197,226
18380128,4000,226,300
18380128,4000,300,300
18380168,4000,301,323
18380174,4000,304,305
18380174,4000,304,306
18380174,4000,305,306
18380186,4000,323,473
18380256,4000,436,537
18380271,4000,464,1161
18380271,4000,464,1192
18380271,4000,1161,1192
18380355,4000,625,666
18380355,4000,625,668
18380355,4000,666,668
18380366,4000,635,643
18380366,4000,643,758
18380366,4000,635,758
18380370,4000,643,917
18380429,4000,748,980
18380429,4000,748,988
18380429,4000,980,988
18380565,4000,1033,6002
18380617,4000,1192,1193
18380617,4000,1192,1204
18380617,4000,1193,1204
18380665,4000,1219,795
18380698,4000,215,265
18380711,4000,1074,1091
18380712,4000,576,974
10343,5000,705,743
10532,5000,1334,1400
10555,5000,1276,1277
10623,5000,1522,1554
10815,5000,2227,2253
10926,5000,2643,2644
20312,5000,407,461
20315,5000,439,441
20338,5000,622,625
20414,5000,804,819
20544,5000,1252,1264
20715,5000,1637,1638
20814,5000,1235,2233
20817,5000,2246,2249
20912,5000,2524,2527
30114,5000,197,198
30326,5000,510,538
30413,5000,804,821
30521,5000,1201,1202
30522,5000,1143,1208
30554,5000,1103,1264
30557,5000,1103,1235
30612,5000,1538,1542
30827,5000,2375,2376
40333,5000,603,604
40347,5000,723,725
40554,5000,1103,1265
40557,5000,1235,1309
40733,5000,1955,1983
40811,5000,2209,2328
40815,5000,2227,2328
40928,5000,2649,2656
50517,5000,1103,1107
50554,5000,1103,1266
50557,5000,1309,2215
50611,5000,1506,1507
50741,5000,2138,2165
50743,5000,1043,1045
50815,5000,2227,2327
50822,5000,2360,2383
50927,5000,2671,2674
50933,5000,2742,2743
60321,5000,508,510
60335,5000,461,616
60414,5000,803,819
60511,5000,461,1128
60515,5000,1122,1249
60517,5000,754,1107
60541,5000,1241,1244
60611,5000,1505,1506
60713,5000,1633,2226
60815,5000,2227,2255
60927,5000,2650,2671
60936,5000,2815,2834
70312,5000,410,461
70321,5000,508,509
70424,5000,932,938
70431,5000,1017,1026
70611,5000,1503,1506
70624,5000,1554,1557
70713,5000,1632,1633
70815,5000,2227,2326
70911,5000,2506,2524
80114,5000,195,196
80415,5000,809,810
80431,5000,1021,1026
80611,5000,1503,1561
80713,5000,1631,1632
80724,5000,1719,1814
80815,5000,2227,2233
90312,5000,412,413
90312,5000,413,510
90312,5000,412,510
90511,5000,461,1146
90515,5000,1107,1115
90556,5000,1103,1250
90912,5000,913,2524
100515,5000,1107,1249
100556,5000,1101,1250
100556,5000,1101,1277
100556,5000,1250,1277
100557,5000,1101,1235
100622,5000,1545,1546
100733,5000,1960,1983
100815,5000,2227,2231
100827,5000,2379,2383
110121,5000,281,283
110121,5000,281,284
110121,5000,283,284
110622,5000,1545,1549
110624,5000,1514,1529
110811,5000,2211,2327
110827,5000,2381,2383
120347,5000,723,727
120413,5000,814,821
120624,5000,1514,1554
120711,5000,1656,1657
120732,5000,1972,1983
120734,5000,1935,1944
130516,5000,1112,1253
130744,5000,2173,3007
130812,5000,2203,2327
140123,5000,190,191
140821,5000,2316,2354
140925,5000,2612,2646
150623,5000,1515,1520
150712,5000,1616,1617
160224,5000,322,326
160741,5000,2156,2158
160911,5000,2523,2524
170413,5000,814,820
170623,5000,1520,1531
170725,5000,1835,1838
190624,5000,1269,1519
190624,5000,1269,1526
190624,5000,1269,2239
190624,5000,1519,1526
190624,5000,1519,2239
190624,5000,1526,2239
200741,5000,2155,2160
200832,5000,2391,2397
210423,5000,906,909
220911,5000,2506,2510
220928,5000,2652,2656
230928,5000,2652,2664
240624,5000,1525,1554
250936,5000,2815,2837
280741,5000,2147,2148
280822,5000,2360,2373
290712,5000,1601,1602
290911,5000,2506,2517
320533,5000,1304,1335
330731,5000,1988,1993
330933,5000,2747,2750
340744,5000,2155,2157
380723,5000,1713,1761
380833,5000,2426,2448
410215,5000,227,228
410911,5000,2504,2506
420712,5000,1601,1611
420712,5000,1601,2378
420712,5000,1611,2378
430711,5000,1647,1650
440122,5000,281,285
440122,5000,285,287
440122,5000,281,287
530723,5000,1713,1718
550833,5000,2426,2439
650222,5000,301,387
5313001,5000,1005,1047
7070311,5000,401,461
7130312,5000,403,404
7150312,5000,404,416
7150312,5000,416,418
7150312,5000,404,418
7210312,5000,425,461
7330313,5000,403,431
7330313,5000,403,435
7330313,5000,431,435
7380313,5000,425,429
7430317,5000,404,450
7440317,5000,404,456
7480318,5000,456,510
7540321,5000,404,934
7560321,5000,510,934
7630325,5000,404,537
7650326,5000,510,537
7700331,5000,461,711
7710332,5000,610,711
7740334,5000,622,711
7750333,5000,404,711
7770333,5000,404,708
7790325,5000,533,537
7790325,5000,533,705
7790325,5000,537,705
7900334,5000,404,714
7910334,5000,622,714
7930334,5000,620,714
7950335,5000,461,714
8030337,5000,618,624
8090338,5000,404,743
8150338,5000,618,627
8180343,5000,618,1132
8190343,5000,404,1132
8270342,5000,702,714
8280342,5000,705,714
8330324,5000,537,1026
8330324,5000,537,1040
8330324,5000,1026,1040
8340431,5000,1035,1040
8380347,5000,714,722
8380347,5000,715,722
8380347,5000,714,715
8420347,5000,738,742
8520346,5000,729,1037
8520346,5000,1037,1040
8520346,5000,729,1040
8580344,5000,404,738
8590344,5000,618,751
8590344,5000,618,738
8590344,5000,738,751
8610344,5000,618,735
8620344,5000,618,1140
8690345,5000,753,756
8700345,5000,753,754
8710345,5000,753,1040
8710345,5000,753,1538
8710345,5000,1040,1101
8710345,5000,753,1511
8710345,5000,753,1101
8710345,5000,1040,1538
8710345,5000,1040,1511
8710345,5000,1101,1538
8710345,5000,1511,1538
8710345,5000,1101,1511
8880345,5000,404,748
8880345,5000,404,749
8880345,5000,748,749
8910433,5000,1034,1037
8920433,5000,1037,1042
8930433,5000,829,1037
8980432,5000,1035,1036
9000431,5000,1017,1035
9070431,5000,1008,1026
9080425,5000,928,934
9080425,5000,934,1026
9080425,5000,928,1026
9110323,5000,934,1040
9160324,5000,523,534
9160324,5000,523,710
9160324,5000,534,710
9190323,5000,426,710
9190323,5000,710,934
9190323,5000,426,934
9200323,5000,436,934
9200323,5000,436,533
9200323,5000,533,934
9280315,5000,429,450
9320315,5000,426,450
9340315,5000,450,1040
9370316,5000,426,456
9400316,5000,456,1040
9450421,5000,456,928
9470421,5000,456,924
9540415,5000,811,914
9550415,5000,914,1040
9580314,5000,425,1040
9600314,5000,425,426
9730414,5000,811,814
9760414,5000,805,814
9880415,5000,817,914
9890415,5000,819,914
9890415,5000,914,945
9890415,5000,819,945
9920422,5000,456,916
9950422,5000,829,906
9980413,5000,914,1005
9980413,5000,914,1011
9980413,5000,1005,1011
10010423,5000,456,1011
10040423,5000,456,932
10040423,5000,456,909
10040423,5000,909,932
10090424,5000,829,938
10100424,5000,829,934
10140432,5000,829,1008
10150424,5000,932,934
10180424,5000,934,1006
10180424,5000,934,1011
10180424,5000,1006,1011
10230412,5000,1011,1438
10230412,5000,814,1438
10230412,5000,814,1011
10370511,5000,1135,1143
10380511,5000,461,1135
10410511,5000,510,1135
10430511,5000,510,1138
10440511,5000,510,1128
10500817,5000,2307,2328
10500817,5000,2328,2658
10500817,5000,2307,2658
10590514,5000,738,1107
10600514,5000,738,1122
10610514,5000,738,1125
10640513,5000,738,1133
10660513,5000,738,1114
10670513,5000,738,1136
10680513,5000,738,1112
10720513,5000,1135,1232
10740513,5000,1135,1140
10760513,5000,1135,1201
10800517,5000,1101,1107
10820517,5000,1101,1510
10830517,5000,1101,1110
10830517,5000,1110,1506
10830517,5000,1101,1506
10860517,5000,1103,1110
10870516,5000,1104,1110
10890516,5000,1110,1249
10960516,5000,1104,1109
10970515,5000,1104,1107
11050521,5000,461,1204
11260523,5000,1224,1241
11260523,5000,1211,1241
11260523,5000,1211,1224
11420534,5000,1238,1242
11440534,5000,1242,1244
11450534,5000,1242,1245
11450534,5000,1242,1259
11450534,5000,1245,1259
11520542,5000,1135,1264
11530542,5000,1135,1236
11540542,5000,1135,1245
11540542,5000,1245,1265
11540542,5000,1135,1265
11550543,5000,1246,1253
11600544,5000,1249,1264
11660545,5000,1250,1255
11670545,5000,1135,1255
11680545,5000,1135,1258
11740553,5000,1104,1264
11750553,5000,1104,1265
11840612,5000,1540,1555
11840612,5000,1540,1571
11840612,5000,1555,1571
11880612,5000,1545,1555
11890612,5000,1107,1555
11890612,5000,1107,1554
11890612,5000,1554,1555
11910623,5000,1524,1555
11920611,5000,1506,1511
11920611,5000,1506,1555
11920611,5000,1506,2562
11920611,5000,1511,1555
11920611,5000,1511,2562
11920611,5000,1555,2562
11950611,5000,1107,1511
11960611,5000,1107,1509
12020332,5000,510,607
12040334,5000,510,621
12070556,5000,1555,2253
12280911,5000,1571,2524
12280911,5000,2524,2604
12280911,5000,1571,2604
12390622,5000,1546,1552
12470623,5000,1531,1562
12470623,5000,1531,2562
12470623,5000,1562,2562
12480623,5000,1515,2562
12490623,5000,1554,2562
12500912,5000,2524,2562
12510912,5000,2524,2561
12530912,5000,2549,2561
12690913,5000,2535,2562
12690913,5000,2562,2686
12690913,5000,2535,2686
12950556,5000,1103,1135
12960556,5000,1135,1309
12970556,5000,1101,1135
12970556,5000,1135,1277
12970556,5000,1101,1277
13000556,5000,1135,1301
13000556,5000,1135,1555
13000556,5000,1135,2216
13000556,5000,1301,1555
13000556,5000,1555,2216
13000556,5000,1301,2216
13030557,5000,1235,1301
13040557,5000,1301,2205
13090533,5000,1301,2215
13170555,5000,1269,1274
13200555,5000,1277,1555
13230555,5000,1555,2243
13260555,5000,1274,1275
13310815,5000,2324,2371
13320815,5000,2371,2378
13360815,5000,2232,2378
13370814,5000,2216,2263
13370814,5000,2263,2378
13370814,5000,2216,2378
13380814,5000,2216,2218
13430812,5000,2216,2255
13450812,5000,2216,2328
13460812,5000,2216,2228
13530713,5000,2215,2378
13560712,5000,2213,2221
13620813,5000,2210,2378
13630713,5000,1632,2378
13630713,5000,1632,2222
13630713,5000,2222,2378
13650713,5000,2226,2378
13660813,5000,2223,2378
13680712,5000,2213,2378
13750822,5000,2333,2378
13960822,5000,2360,2363
14110826,5000,2263,2373
14150713,5000,2215,2309
14220712,5000,1616,2378
14240713,5000,1612,2378
14240713,5000,2309,2378
14240713,5000,1612,2309
14290714,5000,1611,2309
14290714,5000,1601,2309
14290714,5000,1601,1611
14310714,5000,1611,1637
14310714,5000,1637,1680
14310714,5000,1611,1680
14330714,5000,1611,1677
14350714,5000,1611,1639
14360714,5000,1611,2412
14390711,5000,1620,1638
14390711,5000,1620,1979
14390711,5000,1620,1987
14390711,5000,1620,2412
14390711,5000,1638,1979
14390711,5000,1638,1987
14390711,5000,1638,2412
14390711,5000,1979,1987
14390711,5000,1979,2412
14390711,5000,1987,2412
14510713,5000,1632,2269
14510713,5000,1632,2309
14510713,5000,2269,2309
14540714,5000,1639,2215
14590825,5000,2309,2371
14590825,5000,2371,3280
14590825,5000,2309,3280
14600824,5000,2309,2360
14620713,5000,2263,2309
14670824,5000,2360,2361
14730823,5000,2309,2426
14730823,5000,2306,2426
14730823,5000,2306,2309
14760824,5000,2309,2392
14900823,5000,2309,2465
14970816,5000,2244,2328
14980816,5000,2253,2328
15120816,5000,2244,2253
15130624,5000,1554,2244
15130624,5000,2244,2245
15130624,5000,1554,2245
15130624,5000,1554,2648
15130624,5000,2244,2648
15130624,5000,2245,2648
15170817,5000,2245,2658
15170817,5000,2465,2658
15170817,5000,2245,2465
15240927,5000,2648,2656
15250925,5000,2524,2648
15270924,5000,2524,2665
15320928,5000,2658,2707
15330928,5000,2656,2658
15330928,5000,2658,2710
15330928,5000,2656,2710
15600733,5000,1620,2144
15600733,5000,1947,2144
15600733,5000,1620,1947
15720731,5000,1620,1986
15810733,5000,1947,1953
15840734,5000,1935,1939
15850725,5000,1939,1994
15890725,5000,1830,1994
15910734,5000,1944,1994
15940724,5000,1798,1994
15960723,5000,1964,1994
16050723,5000,1727,1994
16210711,5000,1655,1668
16210711,5000,1655,1994
16210711,5000,1655,1701
16210711,5000,1668,1701
16210711,5000,1701,1994
16210711,5000,1668,1994
16250721,5000,1712,1994
16260721,5000,1993,1994
16540221,5000,168,400
16810122,5000,116,265
16810122,5000,116,275
16810122,5000,265,275
16820122,5000,171,174
16820122,5000,116,174
16820122,5000,116,171
17000211,5000,225,295
17000211,5000,225,265
17000211,5000,265,295
17040211,5000,225,400
17060212,5000,367,400
17060212,5000,367,3019
17060212,5000,400,3019
17070212,5000,295,3019
17070212,5000,347,3019
17070212,5000,295,347
17080212,5000,251,295
17120213,5000,225,249
17140215,5000,180,215
17140215,5000,215,225
17140215,5000,180,225
17140215,5000,180,272
17140215,5000,215,272
17140215,5000,225,272
17250214,5000,328,3019
17290224,5000,326,328
17360215,5000,326,3019
17370215,5000,227,3019
17390223,5000,323,367
17400222,5000,301,367
17420225,5000,367,4141
17470225,5000,361,365
17500227,5000,360,361
17600551,5000,1104,1135
17620554,5000,1101,1267
17660554,5000,1101,1264
17720552,5000,1104,1250
17730555,5000,1269,1555
17740624,5000,1512,1555
17790926,5000,2524,2639
17800926,5000,2524,2642
17810925,5000,2643,2648
17820926,5000,2524,2674
17830926,5000,2524,2644
17830926,5000,2524,2650
17830926,5000,2644,2650
17850921,5000,2535,2648
18010924,5000,2632,2658
18020924,5000,2632,2634
18030924,5000,2632,2753
18030924,5000,2632,2850
18030924,5000,2753,2850
18060924,5000,2753,2958
18060924,5000,2535,2958
18060924,5000,2535,2753
18080923,5000,2535,2658
18100921,5000,2601,2648
18110921,5000,2601,2604
18540942,5000,2959,2963
18540942,5000,2963,2976
18540942,5000,2959,2976
18550937,5000,2766,2964
18630532,5000,1352,1439
18630532,5000,1352,1655
18630532,5000,1352,1620
18630532,5000,1439,1620
18630532,5000,1620,1655
18630532,5000,1439,1655
18800532,5000,1336,1352
18800532,5000,1336,2213
18800532,5000,1352,2213
18830533,5000,1301,2208
18850533,5000,1301,2210
18890811,5000,2215,2328
18900811,5000,2215,2327
19080532,5000,1327,1336
19180932,5000,2724,2731
19230931,5000,2780,2788
19310931,5000,2788,2797
19310931,5000,2797,2798
19310931,5000,2788,2798
19760723,5000,1756,1994
20420735,5000,1620,2022
20420735,5000,1620,3004
20420735,5000,2022,3004
20480725,5000,1861,1895
20480725,5000,1895,1994
20480725,5000,1861,1994
20700111,5000,180,1011
20720111,5000,180,402
20720111,5000,180,1040
20720111,5000,402,1040
20780125,5000,116,1011
20790114,5000,198,1011
20810113,5000,126,1011
20820125,5000,101,116
20930112,5000,185,265
20930112,5000,265,1011
20930112,5000,185,1011
20960123,5000,174,190
20980123,5000,174,176
21010123,5000,126,174
21100911,5000,2501,2509
21200744,5000,2412,2469
21270744,5000,2173,2412
21270744,5000,2173,3280
21270744,5000,2412,3280
21710815,5000,2228,2371
21720815,5000,2328,2371
21860531,5000,1224,1321
21870531,5000,1224,1319
21870531,5000,1224,1342
21870531,5000,1224,1440
21870531,5000,1319,1342
21870531,5000,1319,1440
21870531,5000,1342,1440
23330122,5000,275,281
23410713,5000,1633,2215
23570711,5000,1657,1667
23570711,5000,1667,1697
23570711,5000,1657,1697
23600612,5000,1540,1565
23750743,5000,3004,3005
23800533,5000,1331,1334
23820715,5000,1674,2309
23850114,5000,197,271
23870532,5000,1352,1601
23920122,5000,133,265
23930122,5000,282,283
23990224,5000,298,347
23990224,5000,347,3018
23990224,5000,298,3018
24030412,5000,844,1438
24070732,5000,1986,2004
24100531,5000,1143,1440
24100531,5000,1439,1440
24100531,5000,1143,1439
24120412,5000,844,1437
24170112,5000,185,197
24170112,5000,197,248
24170112,5000,185,248
24180225,5000,323,361
24190531,5000,1439,1442
24350531,5000,1439,1441
24380215,5000,180,3021
24560122,5000,265,282
24810225,5000,361,367
24830937,5000,2958,2973
24900943,5000,2958,2960
24900943,5000,2958,2971
24900943,5000,2960,2971
24940741,5000,2157,2412
24990624,5000,1555,2572
25020735,5000,1910,1994
25050114,5000,198,3105
25180943,5000,2766,2956
25180943,5000,2766,2970
25180943,5000,2956,2970
25370113,5000,169,197
25440222,5000,400,4525
25520933,5000,2745,2860
25730532,5000,1301,1352
25730532,5000,1352,2212
25730532,5000,1301,2212
52790001,5000,2764,2852
52980001,5000,1417,1442
53110001,5000,367,392
53110001,5000,392,471
53110001,5000,367,471
60350943,5000,2601,2958
60370922,5000,2608,2960
60370922,5000,2601,2960
60370922,5000,2601,2608
60390922,5000,2605,2608
60400943,5000,2601,2766
80090125,5000,111,118
80130554,5000,1103,1267
80150311,5000,402,404
80150311,5000,402,4004
80150311,5000,404,4004
80150312,5000,101,4139
80150370,5000,225,267
80150370,5000,225,3107
80150370,5000,267,3107
80150397,5000,272,361
80150397,5000,272,3019
80150397,5000,361,3019
80150397,5000,249,361
80150397,5000,249,272
80150397,5000,249,3019
80150413,5000,303,310
80150413,5000,303,313
80150413,5000,310,313
80150502,5000,714,716
80150502,5000,714,723
80150502,5000,716,723
80150502,5000,714,730
80150502,5000,716,730
80150502,5000,723,730
80150509,5000,751,1249
80150526,5000,913,2567
80150533,5000,1006,1555
80150537,5000,1011,1555
80150537,5000,1037,1555
80150537,5000,1011,1037
80150538,5000,1023,1035
80150540,5000,1035,1043
80150542,5000,1101,1272
80150542,5000,1272,1275
80150542,5000,1101,1275
80150542,5000,1269,1275
80150542,5000,1101,1269
80150542,5000,1269,1272
80150544,5000,1103,1109
80150585,5000,1275,1277
80150620,5000,1511,1537
80150654,5000,1006,2503
80150667,5000,1620,1637
80150675,5000,1620,1697
80150675,5000,1620,2378
80150675,5000,1697,2378
80150677,5000,1620,1964
80150677,5000,1620,2150
80150677,5000,1964,2150
80150679,5000,1620,2025
80150684,5000,1620,2155
80150709,5000,1696,2215
80150765,5000,1986,2149
80150776,5000,2144,2260
80150779,5000,2149,2412
80150794,5000,2190,4544
80150798,5000,2208,2221
80150798,5000,2208,2255
80150798,5000,2221,2255
80150814,5000,1269,2245
80150814,5000,1269,2244
80150814,5000,1269,2307
80150814,5000,2244,2307
80150814,5000,2244,2245
80150814,5000,2245,2307
80150939,5000,2727,2745
80150939,5000,2727,2753
80150939,5000,2745,2753
80150944,5000,2731,2860
80151131,5000,2566,3019
80151330,5000,2141,3006
80151336,5000,1514,4118
80151338,5000,197,4557
80151341,5000,248,4777
80151343,5000,197,4561
10031,6100,616,702
10031,6100,702,835
10031,6100,616,835
20041,6100,850,856
30012,6100,237,309
40022,6100,406,415
40025,6100,228,602
40025,6100,228,616
40025,6100,602,616
50051,6100,901,902
90041,6100,836,891
110031,6100,701,711
110031,6100,701,713
110031,6100,711,713
120011,6100,103,104
120011,6100,104,301
120011,6100,103,301
190042,6100,872,877
240013,6100,207,210
280012,6100,233,243
290042,6100,807,816
300021,6100,405,445
370024,6100,513,514
370024,6100,513,522
370024,6100,514,522
550042,6100,808,809
690042,6100,811,812
870031,6100,724,725
870031,6100,725,731
870031,6100,724,731
1010043,6100,830,911
7740011,6100,203,301
7780011,6100,105,203
7930014,6100,304,503
7930014,6100,304,518
7930014,6100,503,518
8160013,6100,217,503
8180013,6100,503,835
8200013,6100,207,503
8280012,6100,201,226
8320031,6100,711,835
8330025,6100,626,835
8380031,6100,712,835
8390025,6100,622,835
8420025,6100,502,844
8450025,6100,502,830
8530024,6100,507,604
8530024,6100,518,604
8530024,6100,507,518
8570024,6100,507,527
8570024,6100,527,528
8570024,6100,507,528
8690024,6100,502,519
8690024,6100,502,960
8690024,6100,519,960
8740022,6100,502,515
8750021,6100,408,502
8770021,6100,433,502
8860021,6100,408,431
8930022,6100,406,414
9040022,6100,414,428
9180051,6100,918,933
9300043,6100,830,904
9310043,6100,830,913
9310043,6100,830,846
9310043,6100,846,913
9320043,6100,830,889
9430054,6100,539,933
9710042,6100,825,886
9750043,6100,830,834
9770043,6100,830,833
9890041,6100,824,826
9890041,6100,826,870
9890041,6100,824,870
10310021,6100,401,405
10320012,6100,204,239
10320012,6100,239,244
10320012,6100,204,244
10350042,6100,827,891
10360016,6100,105,502
10360016,6100,502,503
10360016,6100,105,503
10580001,6100,228,503
10590001,6100,228,604
10590001,6100,228,619
10590001,6100,604,619
67530021,6100,401,408
67560016,6100,401,503
67630011,6100,114,301
67750011,6100,109,301
67750024,6100,228,610
67750024,6100,606,610
67750024,6100,228,606
67750065,6100,435,502
67750065,6100,435,509
67750065,6100,502,509
67750068,6100,502,906
67750068,6100,518,906
67750068,6100,502,518
67750098,6100,814,891
67750131,6100,918,934
67750146,6100,303,304
67750167,6100,228,519
10023,6200,102,212
10031,6200,212,302
30033,6200,422,601
30051,6200,501,513
40031,6200,210,302
60022,6200,210,225
60041,6200,403,404
90032,6200,308,309
100022,6200,207,219
100032,6200,309,316
120041,6200,405,439
120063,6200,612,613
150041,6200,403,441
160031,6200,216,310
160031,6200,216,655
160031,6200,310,655
160041,6200,440,441
170042,6200,314,437
180042,6200,301,314
7490011,6200,201,220
7500013,6200,102,201
7520021,6200,102,221
7530021,6200,102,209
7550021,6200,210,220
7570022,6200,212,220
7580021,6200,208,210
7590021,6200,208,209
7600021,6200,208,221
7670023,6200,201,221
7690023,6200,201,210
7730031,6200,221,302
7750031,6200,210,221
7770031,6200,221,310
7790031,6200,221,309
7800031,6200,221,402
7810031,6200,221,312
7890032,6200,304,403
7890032,6200,304,422
7890032,6200,403,422
8000033,6200,311,508
8000033,6200,311,620
8000033,6200,508,620
8010033,6200,508,607
8010033,6200,607,626
8010033,6200,508,626
8020033,6200,508,521
8030033,6200,422,508
8040033,6200,310,508
8070061,6200,521,523
8090061,6200,518,521
8180061,6200,518,534
8190051,6200,310,503
8190051,6200,310,518
8190051,6200,503,518
8200052,6200,310,546
