ishuv,SEMEL_RECHOV,SHEM_RECHOV
3000,1451,"אגודת ספורט בית""ר"
3000,1452,אגודת ספורט הפועל
3000,1453,איילון דוד
3000,1455,אגודת ספורט מכבי
3000,1458,השועל
3000,1500,מרטין לותר קינג
3000,1503,מרכוס
3000,1508,קרן היסוד
3000,1511,אחד העם
3000,1514,ז'בוטינסקי
3000,1522,אגרון
3000,1526,ושינגטון
3000,1527,מאפו
3000,1528,דוד המלך
3000,1530,אמיל בוטה
3000,1533,המערבים
3000,1601,חזקיהו המלך
3000,1607,"הל""ה"
3000,1610,מבצע קדש
3000,1619,בוסתנאי
3000,1621,רחל אמנו
3000,1629,דובנוב
3000,1630,"הפלמ""ח"
3000,1631,יהושע בן נון
3000,1635,אסא
3000,1636,עמק רפאים
3000,1651,המליץ
3000,1659,כרמיה
3000,1714,דרך חברון
3000,1717,עין רוגל
3000,1722,גיחון
3000,1726,נעמי
3000,1727,כספי מרדכי
3000,1728,משמיע שלום
3000,1731,אלבק חנוך
3000,1736,עין גדי
3000,1737,"בית""ר"
3000,1740,לייב יפה
3000,1744,וינר אשר
3000,1747,קלוזנר יוסף
3000,1753,דרך בית לחם
3000,1757,יהודה
3000,1760,מרים החשמונאית
3000,1773,שמעון
3000,1780,לוי
3000,1785,גד
3000,1786,רבקה
3000,1787,גנרל קניג פייר
3000,1790,אסתר המלכה
3000,1795,צרת
3000,1823,צפורה
3000,1832,המפקד
3000,1833,חטיבת ירושלים
3000,1836,הסדנא
3000,1837,הרכב
3000,1839,האומן
3000,1841,חרשי ברזל
3000,1847,התנופה
3000,1851,צרויה
3000,1860,הפרסה
3000,1862,שביל האריה
3000,1864,דרך משה ברעם
3000,1868,רמז דוד
3000,1875,ישראל אלדד
3000,1877,לנקין אליהו
3000,1878,קורץ
3000,1886,שד מאיר שמואל
3000,1887,הרב ניסים יצחק
3000,1889,פיקרד לאו
3000,1890,אביגור שאול
3000,1896,ורשבסקי אריה
3000,1897,אליהו קורן
3000,1932,הרב מן ההר
3000,2001,קלנר אריה
3000,2052,שד גבעת משה
3000,3005,צוקרמן ברוך
3000,3007,סנה משה
3000,3009,לוץ צארלס
3000,3013,ניימן שמואל
3000,3041,רקם
3000,3228,ראבעה אל עדוויה
3000,3553,יסקי חיים
3000,3950,דרך צור באהר
3000,4056,דוד
3000,4061,באב אל גדיד
3000,4100,צלאח אל דין
3000,4101,שעפט
3000,4102,מחנה פליטים שעפט
3000,4106,בית חנינה החדשה
3000,4110,חיל הנדסה
3000,4111,כפר עקב
3000,4113,דרך בר-לב
3000,4121,עיסוויה
3000,4128,דרך רמאללה
3000,4129,ואדי אל ג'וז
3000,4135,דרך חזמה
3000,4138,א טור
3000,4142,גבל א טור
3000,4146,דרך יריחו
3000,4150,א שייאח
3000,4153,באב א זהרה
3000,4162,דרך שכם
3000,4169,אמרו אל קיס
3000,4170,פקוד מרכז
3000,4172,שדה תעופה עטרות
3000,4177,דרך הר הזיתים
3000,4178,אפרסמון
3000,4179,המור
3000,4182,הנגבי שבתאי
3000,4185,מבוא קציעה
3000,4201,בית צפפה
3000,4204,בטן אל הווא
3000,4221,אום טובא
3000,4223,ג'בל מוכבר
3000,4240,אל גאמע
3000,4245,דיר אבו טור
3000,4251,סילוואן
3000,4252,ואדי חילווה
3000,4256,ביר איוב
3000,4271,אל מקדסי
3000,4275,סולטן סולימאן
3000,4276,שד לוי אשכול
3000,4277,מעבר המיתלה
3000,4278,משמר הגבול
3000,4279,ים סוף
3000,4281,בן עדיה שמואל
3000,4283,ששת הימים
3000,4285,איחוד הכפר
3000,4286,פייר ואן פאסן
3000,4287,שרגאי זלמן
3000,4306,פארן
3000,4313,לוחמי הגטאות
3000,4316,ההגנה
3000,4317,נטר
3000,4324,"לח""י"
3000,4325,עולי הגרדום
3000,4329,בן יוסף שלמה
3000,4331,אלקחי מרדכי
3000,4333,חכים אליהו
3000,4335,רזיאל דוד
3000,4336,ברזני משה
3000,4340,שד צ'רצ'יל
3000,4342,מעגלות הרב פרדס
3000,4351,"מח""ל"
3000,4352,יצחק הנדיב
3000,4358,א סאפא
3000,4359,בובר מרטין
3000,4360,קציר אהרון
3000,4374,"על""ר"
3000,4381,אל בוטמה
3000,4393,שד האוניברסיטה
3000,4397,קיס נעמי
3000,4416,כביש מס' 60
3000,4425,בן שדאד ענטרה
3000,4430,הרואה
3000,4431,שיבת ציון
3000,4437,מעלות כיסופים
3000,4445,גרינברג חיים
3000,4450,מורגנטאו הנרי
3000,4452,שד גולדה מאיר
3000,4454,אסירי ציון
3000,4458,צונדק
3000,4459,יגאל
3000,4461,בן זאב ישראל
3000,4465,"המשורר אצ""ג"
3000,4467,קדימה
3000,4469,הרב שבתאי חזקיה
3000,4476,ברקלי שאול
3000,4482,מירסקי יצחק
3000,4484,מינץ
3000,4512,מעלה השלום
3000,4534,עטרות
3000,4537,יערי אברהם
3000,4544,מרגלית
3000,4550,הרוסמרין
3000,4555,תרשיש
3000,4561,צאלים
3000,4565,צביה ויצחק
3000,4569,אילה
3000,4580,שמיר
3000,4585,בן יחזקאל מרדכי
3000,4596,זרחי ישראל
3000,4599,לשם
3000,4601,קלרמון גנו
3000,4624,ראס חמיס
3000,4627,אל מאמון
3000,4628,שומאן עבד אל חמיד
3000,4629,אל ח'יאם
3000,4632,דרך בית חורון
3000,4633,ענאתה החדשה
3000,4634,אבן רושד
3000,4639,אל אצמאעי
3000,4642,אל עבאס
3000,4647,אסאקקיני כליל
3000,4648,אלעזר דוד
3000,4650,יציב
3000,4651,ג'ורג' אדם סמית
3000,4653,מפעלות
3000,4666,שאווקי אחמד
3000,4667,אבו אלעלא אל מערי
3000,4668,האמאם אל בוחיארי
3000,4672,מרג' אבו עאמר
3000,4674,סייק מוסא
3000,4679,התמרוקים
3000,4697,אל מוטרן גבריל
3000,4752,שד סיירת דוכיפת
3000,4753,שד דיין משה
3000,4754,השישה עשר
3000,4756,חיל האויר
3000,4757,הניידות
3000,4758,הארבעה
3000,4762,האלוף עוזי נרקיס
3000,4765,הסיירת הירושלמית
3000,4773,ידין יגאל
3000,4779,בן ציון נתניהו
3000,4786,האלוף יקותיאל אדם
3000,4787,ניב דוד
3000,4791,נתיב המזלות
3000,4792,מזל אריה
3000,4797,רחמילביץ משה
3000,4798,טוניק יצחק
3000,4800,גבירצמן משה
3000,4801,דרך ענתות
3000,4804,נדבה יוסף
3000,4807,שרף זאב
3000,4808,יוספטל גיורא
3000,4809,תורן חיים
3000,4818,גל
3000,4825,מרידור אליהו
3000,4827,תבין אלי
3000,4837,פאגלין עמיחי
3000,4841,גרמי ציון
3000,4860,הולצברג שמחה
3000,4865,אלזבייר בן אלעוו
3000,4903,אוהל יהושע
3000,4905,קדושת אהרון
3000,4950,דרוק שלמה זלמן
3000,4954,הרב גולדקנופף
3000,4958,"האדמו""ר מלובביץ"
3000,4973,מבוא הברכה
3000,4989,אל קסר
3000,5011,רקנטי אברהם
3000,5022,דוגה שלמה
3000,5023,אל הודא
3000,5085,אל עטאא
3000,5127,דרך בית חנינא
3000,5128,דרך שועפאט
3000,5158,עבדלחמיד שומאן
3000,5359,דרך ואדי אל ג'וז
3000,5394,סלאח אל דין סמ1
3000,5401,רב החובל
3000,5405,ינובסקי דניאל
3000,5410,אנוסי משהד
3000,5452,הצפורן
3000,5460,המחנכת
3000,5476,נתיבי עם
3000,5502,קרית מדע
3000,5503,הרטום
3000,5530,דרך א זעים
3000,5533,הרב פלקסר יצחק
3000,5534,איסלייב
3000,5577,חאפז איבראהים
3000,5584,רבעה אל עדוויה
3000,5586,א-שאבי
3000,5903,הדרך האמריקאית
3000,6500,גבעת המבתר
3000,6514,שד הבוכרים
3000,6521,ש שמואל הנביא
3000,6624,גבעת שאול
3000,6698,קרית היובל
3000,6775,מע תלפיות
3000,6806,ש נוה יעקב
3000,6830,קריית המדע
3000,6860,גבעת המטוס
3000,7001,דרך מעלה אדמים
3570,101,מבצע חירם
3570,102,דרך הציונות
3570,104,מבצע עובדה
3570,120,שד ירושלים
3570,121,דרך אפרתה
3570,123,מפרץ שלמה
3570,134,שער הגיא
3570,143,מוריה
3570,144,עיר היונה
3570,150,דרך רמת הגולן
3570,162,כביש 33
3570,201,הדקל
3570,302,יהודה
3570,303,דרך עפרון
3570,6501,שכ קרוונים
3574,110,שדרות לוז
3574,140,דרך החלוצים
3575,104,המייסדים
3579,9000,אלון מורה
3606,9000,גלגל
3608,103,דרך הגלעד
3608,105,דרך משואה
3611,107,דוד המלך
3611,109,נחל אשכול
3612,9000,בקעות
3616,103,אבני החושן
3616,117,הנבל
3616,118,הגתית
3616,130,דרך מדבר יהודה
3616,132,דרך הגיא
3616,141,דרך קדם
3616,145,דרך מצפה נבו
3616,150,הר מיכוור
3616,160,צמח השדה
3616,161,דרך הר הבית
3616,172,השיטה
3616,175,חוט השני
3616,176,פרי מגדים
3616,179,חגוי הסלע
3616,200,דרך הר הצופים
3616,201,שד החברה הכלכלית
3616,207,תלמי יוסף
3616,208,איתם
3616,209,פריאל
3616,210,אופירה
3616,217,הצפצפה
3616,219,המרווה
3616,225,המצוק
3616,230,הציפחה
3616,237,נופי הסלע
3616,245,הצור
3616,6001,ככר יהלום
3640,154,כלי שיר
3644,121,תומר
3645,9000,בית הערבה
3650,106,רימון
3650,113,מעלה תדהר
3650,152,שמעון התרסי
3654,104,חלמיש
3660,101,בית ישראל
3660,104,הגאון מוילנה
3720,116,ענבר
3730,101,המכבים
3730,255,קדרון
3730,319,סביון
3730,9000,גבעת זאב
3746,9000,קרית נטפים
3747,9000,דולב
3750,105,שגיא
3750,108,ארבל
3750,152,שלדג
3750,160,חלוצי התעשיה
3760,112,הזית
3760,126,היקינטון
3760,155,האגוז
3763,105,כלנית
3763,106,הרדוף הנחלים
3770,106,התירוש
3778,101,האורן
3778,102,החרוב
3778,105,הארז
3778,112,הערבה
3779,9000,כוכב יעקב
3780,101,"הגר""א"
3780,102,רבי עקיבא
3780,105,אלעזר המודעי
3780,109,"החיד""א"
3780,115,ישראל מרוז'ין
3780,120,חזון איש
3780,123,יוחנן בן זכאי
3780,153,מבוא מרגלית
3780,154,רבי נחמן מברסלב
3780,205,"המהרי""ץ"
3780,206,"חב""ד"
3780,213,קדושת לוי
3780,217,הרב רייטפארט יצחק
3780,221,כנסת יחזקאל
3780,223,הרב שך
3797,106,חפץ חיים
3797,152,חזון איש
3797,203,מנחת חנוך
3797,204,מסילת ישרים
3797,205,מסילת יוסף
3797,206,נתיבות המשפט
3797,216,חזון דוד
3797,223,רבי עקיבא
4000,110,שד דגניה
4000,111,אברבנאל
4000,116,ארן זלמן
4000,127,הארזים
4000,129,שד ורבורג
4000,140,הרב ריינס
4000,158,המפוח
4000,160,הגדוד העברי
4000,162,שרת משה
4000,163,הראשונים
4000,169,הקבוצים
4000,170,שד קרן קימת
4000,173,שבטי ישראל
4000,177,חומה ומגדל
4000,180,ציפר
4000,183,השיירה
4000,185,בן צבי יצחק
4000,191,דרך בר יהודה
4000,194,יוליוס סימון
4000,195,שד ההסתדרות
4000,198,אופיר
4000,199,שנקר אריה
4000,200,הסנונית
4000,203,החרש
4000,205,המסגר
4000,207,השיש
4000,210,חלוצי התעשיה
4000,211,חלץ
4000,215,"אח""י אילת"
4000,224,דרך העמקים
4000,228,"שד מח""ל"
4000,230,הקיטור
4000,232,התקומה
4000,235,גולדפדן
4000,236,שיטרית
4000,239,בית אלפא
4000,242,האצטדיון
4000,250,דרך גזל
4000,257,שטרן יוסף
4000,264,ים התיכון
4000,273,העתיד
4000,274,האשלג
4000,275,הדשנים
4000,276,הסולל
4000,296,החיטה
4000,301,קבוץ גלויות
4000,303,הגבורים
4000,306,אבן גבירול
4000,308,הקישון
4000,309,חטיבת גולני
4000,314,"שד הפלי""ם"
4000,322,אל הילאל
4000,323,הקטר
4000,337,שיבת ציון
4000,338,מעלה השחרור
4000,348,דרך העצמאות
4000,354,דרך יפו
4000,355,הבנקים
4000,357,עין דור
4000,360,שד המגינים
4000,362,מאיר
4000,367,דרך ידין יגאל
4000,370,כיאט
4000,377,איתין יהודה
4000,378,ליפשיץ יוסף
4000,386,כורי
4000,399,שד בן גוריון
4000,403,שבתאי לוי
4000,409,הפרסים
4000,413,הגפן
4000,414,אנילביץ מרדכי
4000,421,שדה יצחק
4000,433,מסילת הברזל
4000,436,עלית הנוער
4000,438,רח 2473
4000,442,נתיבי המפרץ
4000,444,נתנזון
4000,464,חת נחום
4000,473,דרך רודיק שמעון
4000,475,פורטונה עמנואל
4000,476,הגומא
4000,505,שד רוטשילד
4000,509,"צה""ל"
4000,512,דרך אלנבי
4000,518,עמל
4000,522,אבנר
4000,526,העליה השניה
4000,537,חיל הים
4000,538,השרון
4000,540,כספי יעקב
4000,541,נהלל
4000,542,נחליאלי
4000,551,התורן
4000,552,ההגה
4000,554,דרך צרפת
4000,564,סחרוב אנדרה
4000,569,בר רב האי דוד
4000,574,אלמוג
4000,576,מגורשי ספרד
4000,587,"ד""ר עפרון"
4000,591,חוף הכרמל
4000,592,"אצ""ל"
4000,601,חורב
4000,602,שד אבא חושי
4000,604,אידר
4000,614,פרויד
4000,621,"פיק""א"
4000,625,שד מוריה
4000,628,יותם
4000,629,אהוד
4000,634,שמשון
4000,635,שד הנשיא
4000,643,ביכורים
4000,644,וולפסון
4000,645,מעין
4000,650,קלר
4000,651,פינסקי דוד
4000,654,צפרירים
4000,657,ורדיה
4000,658,אלחנן יצחק
4000,662,דרך רופין
4000,690,דרך הים
4000,700,שער הגיא
4000,708,מחניים
4000,714,סגליות
4000,718,התשבי
4000,726,טשרניחובסקי
4000,731,כרמיה
4000,738,זאב
4000,741,בית לחם
4000,748,יציאת אירופה
4000,763,אורן
4000,766,הויסמנס קמיל
4000,768,דניה
4000,773,שבדיה
4000,795,בירם
4000,801,דרך סטלה מריס
4000,811,שד הציונות
4000,812,הצלבנים
4000,813,יפה נוף
4000,816,שד גולומב אליהו
4000,823,ארלוזורוב
4000,825,בלפור
4000,834,מסדה
4000,836,טבריה
4000,838,בן יהודה
4000,845,הנביאים
4000,847,שמריהו לוין
4000,850,הרצליה
4000,856,הרצל
4000,859,החלוץ
4000,864,ביאליק
4000,865,חסן שוקרי
4000,867,מד הנביאים
4000,875,סירקין
4000,880,יחיאל
4000,881,סוקולוב
4000,883,אימבר נפתלי
4000,886,הרב הרצוג
4000,900,שנים בנובמבר
4000,902,מלצ'ט
4000,915,שד קיש
4000,916,סולד הנריטה
4000,917,האסיף
4000,918,רבי עקיבא
4000,919,גאולה
4000,922,המימוני
4000,935,בר כוכבא
4000,941,זבולון
4000,943,ברזילי
4000,958,בלום לאון
4000,963,מעלות האומן
4000,974,פלימן משה
4000,986,הרותם
4000,988,הרב אנקואה רפאל
4000,991,מבצע יונתן
4000,996,רב אלוף דוד אלעזר
4000,997,חוף דדו
4000,1006,רזיאל דוד
4000,1012,דרך יד לבנים
4000,1014,פאר
4000,1015,החשמל
4000,1020,הגליל
4000,1022,חניתה
4000,1025,התיכון
4000,1026,ציון
4000,1031,שד טרומפלדור
4000,1032,פינסקר
4000,1035,דרך חנקין
4000,1040,חביבה
4000,1041,אינטרנשיונל
4000,1045,אדם הכהן
4000,1048,שלום עליכם
4000,1061,הסחלב
4000,1072,הצפירה
4000,1073,מימון
4000,1074,סילבר אבא הלל
4000,1077,גדליהו
4000,1084,גולן שמחה
4000,1093,חטיבת כרמלי
4000,1099,דורי יעקב
4000,1128,ראש מיה
4000,1135,שד רוז
4000,1142,הצדף
4000,1161,שד ההגנה
4000,1192,רוטנברג פנחס ואבר
4000,1208,מרכז קסטרא
4000,1210,חוצות המפרץ
4000,1219,אגוז
4000,1231,מבוא חיפה
4000,1232,ספיר
4000,1300,מנהרות הכרמל
4000,1394,יערי מאיר
4000,1401,לוין גוטל
4000,1465,יקינתון
4000,1470,תבואות הארץ
4000,1502,"החיד""א"
4000,1507,"חב""ד"
4000,1508,פרומר דב
4000,4059,גשר פז
4000,4061,מחלף גדוד 21
4000,6525,ואדי סליב
4000,6589,שכ זיו
4000,8001,נמל חיפה
4100,139,שיאון
5000,101,רדינג
5000,111,ברודצקי
5000,112,נח
5000,113,לחובר
5000,116,לבנון חיים
5000,126,אינשטיין
5000,159,רח 2224
5000,169,רודנסקי שמואל
5000,174,טאגור רבינדרנארט
5000,176,פסטרנק אריה
5000,178,מוריץ דניאל
5000,180,שד רוקח
5000,185,פרופס אהרון צבי
5000,193,רב אשי
5000,194,ברזיל
5000,196,בורלא יהודה
5000,197,אשכול לוי
5000,200,קיציס יוסף
5000,209,רוממה
5000,225,בני אפרים
5000,226,וייז ג'ורג'
5000,227,קהילת יאסי
5000,234,בריג אמיל
5000,249,מבצע קדש
5000,251,קהילת ונציה
5000,254,קהילת ז'יטומיר
5000,265,קרן קיימת לישראל
5000,266,אש שלום
5000,267,לאה
5000,272,שיטרית
5000,275,רקנאטי
5000,276,פרסיץ שושנה
5000,281,אחימאיר אבא
5000,282,בן יוסף שלמה
5000,284,חכים אליהו
5000,289,פיינשטיין
5000,295,שלונסקי
5000,301,"צה""ל"
5000,303,המצביאים
5000,304,בת יפתח
5000,323,משמר הירדן
5000,347,טבנקין יצחק
5000,360,הברזל
5000,361,ולנברג ראול
5000,364,הארד
5000,365,הנחושת
5000,367,דבורה הנביאה
5000,373,בית אל
5000,379,הצנחנים
5000,400,סנה משה
5000,401,"כ""ג יורדי הסירה"
5000,402,התערוכה
5000,403,ירמיהו
5000,404,דיזנגוף
5000,409,נמל תל אביב
5000,411,חבקוק
5000,413,מיכה
5000,416,מלאכי
5000,420,יוחנן הורקנוס
5000,425,שד נורדאו
5000,426,יהושע בן נון
5000,429,סוקולוב
5000,430,סמ נורדאו
5000,435,אוסישקין
5000,436,ארבע ארצות
5000,441,"השל""ה"
5000,450,בזל
5000,456,ז'בוטינסקי
5000,461,הירקון
5000,474,רח 1285
5000,502,"חת""ם סופר"
5000,503,לוי יצחק
5000,504,התניא
5000,509,זלטופולסקי
5000,510,בן יהודה
5000,523,אלחריזי
5000,524,בן עזרא
5000,525,הפרדס
5000,527,הדסה
5000,533,"אד""ם הכהן"
5000,534,ליברמן
5000,537,שד בן גוריון
5000,605,ביירון
5000,606,קורולנקו
5000,607,נתן החכם
5000,608,הוז דב
5000,615,"של""ג"
5000,618,בוגרשוב
5000,620,סירקין
5000,624,חובבי ציון
5000,627,פינסקר
5000,629,אהרונוביץ
5000,631,לוריא
5000,636,פרי אליעזר
5000,701,מנדלסון
5000,704,כהן הרמן
5000,705,ריינס
5000,708,"ש""ץ"
5000,710,שלמה המלך
5000,711,גורדון י ל
5000,714,פרישמן
5000,723,"שדרות ח""ן"
5000,727,השופטים
5000,729,הנביאים
5000,735,המליץ
5000,737,בוקי בן יגלי
5000,738,המלך ג'ורג'
5000,739,בר גיורא
5000,747,שפירא צבי
5000,749,"שד' תרס""ט"
5000,751,שד בן ציון
5000,753,מרמורק
5000,755,טוסקניני
5000,760,פולד ברכה
5000,804,בני דן
5000,809,לואי מרשל
5000,810,דה האז
5000,811,מרים החשמונאית
5000,814,יהודה המכבי
5000,819,ברנדיס
5000,821,ועידת קטוביץ
5000,829,ויצמן
5000,901,עקיבא אריה
5000,906,שרת משה
5000,913,קרמניצקי
5000,914,פנקס
5000,916,הא באייר
5000,919,ילין דוד
5000,924,בן סרוק
5000,928,רמז דוד
5000,934,ארלוזורוב
5000,938,זכרון יעקב
5000,942,כהנשטם
5000,945,ליפסקי לואי
5000,950,מסוף רדינג
5000,1000,רח 2357
5000,1005,הרב גורן שלמה
5000,1006,על פרשת דרכים
5000,1008,בארי
5000,1009,סולד הנרייטה
5000,1011,דרך נמיר מרדכי
5000,1013,הגפן
5000,1014,הזית
5000,1016,דפנה
5000,1017,שילה
5000,1021,סוטין
5000,1026,בלוך דוד
5000,1027,רב אלוף יעקב דורי
5000,1033,צייטלין
5000,1034,דובנוב
5000,1035,שד דוד המלך
5000,1037,שד שאול המלך
5000,1040,אבן גבירול
5000,1041,מאנה
5000,1042,דה וינצ'י לאונרדו
5000,1043,זיו רבקה
5000,1045,ברקוביץ
5000,1047,ספיר פנחס
5000,1101,יהודה הלוי
5000,1103,שד רוטשילד
5000,1104,אחד העם
5000,1107,החשמונאים
5000,1109,בר אילן
5000,1114,העבודה
5000,1116,"רש""י"
5000,1120,סמטה פלונית
5000,1122,בורוכוב
5000,1128,טרומפלדור
5000,1131,שניאור זלמן
5000,1132,בר כוכבא
5000,1135,אלנבי
5000,1138,אידלסון אברהם
5000,1140,טשרניחובסקי
5000,1143,רציף הרברט סמואל
5000,1146,הירדן
5000,1201,יונה הנביא
5000,1202,הכובשים
5000,1203,גאולה
5000,1204,הרב קוק
5000,1208,זרובבל
5000,1209,עזרא הסופר
5000,1211,דניאל
5000,1212,נחמיה
5000,1216,סמ הכרמל
5000,1218,כנפי נשרים
5000,1224,הכרמל
5000,1235,נחלת בנימין
5000,1236,"רמב""ם"
5000,1238,התבור
5000,1239,"רבינוביץ שפ""ר"
5000,1241,קלישר
5000,1242,"יעב""ץ"
5000,1244,מוהליבר
5000,1245,גרוזנברג
5000,1247,שטראוס
5000,1249,מלצ'ט
5000,1250,יבנה
5000,1251,עין ורד
5000,1253,יוחנן הסנדלר
5000,1255,מונטיפיורי
5000,1264,בלפור
5000,1265,"מזא""ה"
5000,1266,נחמני
5000,1267,יפה בצלאל
5000,1269,הרכבת
5000,1270,גת רימון
5000,1271,דה פיג'וטו
5000,1274,החשמל
5000,1275,ברזילי
5000,1276,לבונטין
5000,1277,מקוה ישראל
5000,1301,דרך יפו
5000,1309,לילינבלום
5000,1319,אלחנן יצחק
5000,1331,פינס
5000,1334,עין יעקב
5000,1335,אחווה
5000,1336,שלוש
5000,1342,המרד
5000,1352,אילת
5000,1355,סמ שלוש
5000,1380,כרמלית
5000,1400,אלעזר )רוקח(
5000,1439,קויפמן יחזקאל
5000,1440,לוי יוסף
5000,1441,שנקר אריה
5000,1442,גולדמן נחום
5000,1500,רח 1188
5000,1501,גולדברג
5000,1502,טיומקין
5000,1506,לינקולן
5000,1510,עמרם גאון
5000,1511,קרליבך
5000,1515,שונצינו
5000,1517,תושיה
5000,1519,אלישברג
5000,1521,בית עובד
5000,1522,בן אביגדור
5000,1523,האחים מסלאויטה
5000,1524,המלאכה
5000,1526,הצפירה
5000,1531,טברסקי
5000,1532,מיקוניס שמואל
5000,1537,שפרינצק
5000,1538,לסקוב חיים
5000,1540,קפלן
5000,1541,הארבעה
5000,1544,פריש דניאל
5000,1546,"הנצי""ב"
5000,1549,ילין מור נתן
5000,1550,בית הלל
5000,1551,שץ גגה גרשון
5000,1554,המסגר
5000,1555,דרך בגין
5000,1559,ארניה אסוולדו
5000,1561,צקלג
5000,1562,נחל איילון
5000,1571,גבעת התחמושת
5000,1574,רח 1275
5000,1576,רח 1277
5000,1601,אליפלט
5000,1603,הנגרים
5000,1608,קומפרט
5000,1611,שלבים
5000,1612,וסרמן יעקב
5000,1616,רוחמה
5000,1618,ניצנה
5000,1620,שד ירושלים
5000,1622,פוריה
5000,1626,הרבי מבכרך
5000,1628,עציון גבר
5000,1632,אבולעפיה
5000,1633,"הש""ך"
5000,1637,שארית ישראל
5000,1638,התקומה
5000,1639,התחיה
5000,1649,שמעון בן עזאי
5000,1655,רזיאל
5000,1668,בית אשל
5000,1671,חנינא בן דוסא
5000,1673,יועזר איש הבירה
5000,1674,שניצלר
5000,1678,הכישור
5000,1697,מרזוק ועזר
5000,1701,מפרץ שלמה
5000,1713,אבן סינא
5000,1732,סלסלה
5000,1733,בן אחיטוב
5000,1735,דוד הראובני
5000,1744,גרוסמן חייקה
5000,1756,שערי ניקנור
5000,1760,קדם
5000,1766,הקברניט
5000,1791,פייר מנדס פרנס
5000,1798,נבטים
5000,1803,הלוטוס
5000,1810,שלוחות
5000,1823,טולוז
5000,1824,בית פלט
5000,1830,אסף הרופא
5000,1835,קורצ'אק יאנוש
5000,1838,האתרוג
5000,1895,חריף אייזיק
5000,1910,הולצברג שמחה
5000,1934,מאור עינים
5000,1935,"שד חב""ד"
5000,1939,"שד הבעש""ט"
5000,1940,דב ממזריץ
5000,1947,בת עין
5000,1964,ארליך
5000,1965,עבד אל-גני
5000,1971,מיכאל אנג'לו
5000,1972,דאנטה
5000,1979,עולי ציון
5000,1982,בעלי התוספות
5000,1983,שבטי ישראל
5000,1986,יהודה הימית
5000,1989,בעל הטורים
5000,1993,יהודה מרגוזה
5000,1994,יפת
5000,2002,רבי נחמן
5000,2019,מייזל זלמן
5000,2021,קיוסו אלברט
5000,2022,סהרון
5000,2024,עירית
5000,2025,הרב הלר חיים
5000,2027,אבינרי יצחק
5000,2028,רח 3933
5000,2029,רובינשטין
5000,2031,קרוא ברוך
5000,2045,רוזנפלד שלום
5000,2102,באר שבע
5000,2105,סמ באר שבע
5000,2139,נחל הבשור
5000,2140,קוץ' אדוארד
5000,2143,נחל עוז
5000,2144,איסקוב נסים
5000,2147,וכטנגוב
5000,2148,חסידי האומות
5000,2149,עזה
5000,2150,מיצקביץ אדם
5000,2155,נס לגויים
5000,2157,היינה
5000,2160,למרטין
5000,2162,רח 3070
5000,2165,רבנו ירוחם
5000,2169,דרך יגאל ידין
5000,2173,תל גבורים
5000,2201,החלוצים
5000,2202,זבולון
5000,2203,השוק
5000,2206,המשביר
5000,2208,רענן
5000,2210,הקישון
5000,2213,אברבנאל
5000,2215,הרצל
5000,2216,העליה
5000,2218,פלורנטין
5000,2223,ויטל חיים
5000,2226,בן עטר
5000,2227,צ'לנוב
5000,2228,פרץ י ל
5000,2231,מסילת העולים
5000,2233,הרב פרנקל
5000,2235,בני ברק
5000,2238,פין
5000,2239,סלומון
5000,2240,הנגב
5000,2241,השרון
5000,2242,הגליל
5000,2243,השומרון
5000,2244,ראש פינה
5000,2245,החרש
5000,2253,הגדוד העברי
5000,2255,וולפסון
5000,2263,שוקן
5000,2309,קבוץ גלויות
5000,2313,האסיף
5000,2316,ענתבי
5000,2318,צמח דוד
5000,2324,שיבת ציון
5000,2326,הקונגרס
5000,2327,מטלון
5000,2328,לוינסקי
5000,2332,"הראב""ע"
5000,2342,מקור חיים
5000,2343,בעל העקידה
5000,2353,דה מודינה אריה
5000,2360,מסילת ישרים
5000,2363,שד חכמי ישראל
5000,2366,בית חדש
5000,2371,שד הר ציון
5000,2373,בר יוחאי
5000,2375,העמל
5000,2376,המנור
5000,2378,דרך שלמה
5000,2383,חזקיהו המלך
5000,2388,רח 3377
5000,2391,עמיקם
5000,2392,אסירי ציון
5000,2397,"גבעת כ""ח"
5000,2400,סמ חכמי ישראל
5000,2408,הקשת
5000,2412,דרך בן צבי
5000,2426,גורי ישראל
5000,2430,קפלנסקי
5000,2445,דריפוס
5000,2446,זייד אלכסנדר
5000,2465,חיל השריון
5000,2466,גרינבוים
5000,2469,גיתית
5000,2501,עלית הנוער
5000,2503,ערבי נחל
5000,2505,ברוריה
5000,2506,עמק ברכה
5000,2509,נחלת יצחק
5000,2523,תוצרת הארץ
5000,2524,אלון יגאל
5000,2525,הסוללים
5000,2526,ינון
5000,2527,תובל
5000,2535,דרך דיין משה
5000,2538,ניר עם
5000,2562,יצחק שדה
5000,2565,מיטב
5000,2572,מוזס יהודה ונח
5000,2573,גובר רבקה
5000,2601,דרך הטייסים
5000,2604,דרך השלום
5000,2605,אשרמן יוסף
5000,2608,עודד
5000,2631,אריאל
5000,2632,גבעתי
5000,2638,"מצודת בית""ר"
5000,2639,וינגייט
5000,2643,לוחמי גליפולי
5000,2644,"הפלמ""ח"
5000,2646,הגבור האלמוני
5000,2648,לה גארדיה
5000,2649,מרגולין
5000,2652,מורדי הגטאות
5000,2656,שד המעפילים
5000,2658,דרך ההגנה
5000,2664,אני מאמין
